intervention_id,intervention_size,block_code_0,block_code_1,block_code_2,block_code_3,block_code_4,block_code_5,block_code_6,block_code_7,block_code_8,candidate_touch_count,cut_edge_touch_count,full_face_count,max_face_edge_touch_count,state_count,new_state_count,edge_count,new_edge_count,cut_edge_count,old_cut_edge_still_cut_count,old_cut_edge_same_side_count,promoted_cut_edge_count,promoted_only_cut_edge_count,lambda_2_x1e12,cut_conductance_x1e12,conductance_reduction_x1e12,support_changed_flag,selected_best_flag,all_nine_flag
345,7,1451,4512,4552,5125,1252,2145,5252,-1,-1,27,6,4,3,958,98,2973,402,11,6,0,11,5,2705919000,5378973000,-1049969000,0,0,0
346,7,1451,4512,4552,1255,5255,1252,2145,-1,-1,26,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
347,7,1451,4512,4552,1255,5255,1252,5252,-1,-1,26,6,4,3,938,78,2862,291,8,6,0,8,2,2641215000,4333694000,-4690000,0,0,0
348,7,1451,4512,4552,1255,5255,2145,5252,-1,-1,26,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
349,7,1451,4512,4552,1255,1252,2145,5252,-1,-1,25,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
350,7,1451,4512,4552,5255,1252,2145,5252,-1,-1,25,6,4,3,965,105,3016,445,11,6,0,11,5,2639397000,5147403000,-818399000,0,0,0
351,7,1451,4512,5125,1255,5255,1252,2145,-1,-1,26,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
352,7,1451,4512,5125,1255,5255,1252,5252,-1,-1,26,6,4,3,938,78,2862,291,8,6,0,8,2,2641215000,4333694000,-4690000,0,0,0
353,7,1451,4512,5125,1255,5255,2145,5252,-1,-1,26,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
354,7,1451,4512,5125,1255,1252,2145,5252,-1,-1,25,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
355,7,1451,4512,5125,5255,1252,2145,5252,-1,-1,25,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
356,7,1451,4512,1255,5255,1252,2145,5252,-1,-1,23,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
357,7,1451,4552,5125,1255,5255,1252,2145,-1,-1,26,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
358,7,1451,4552,5125,1255,5255,1252,5252,-1,-1,26,6,4,3,938,78,2862,291,8,6,0,8,2,2641215000,4333694000,-4690000,0,0,0
359,7,1451,4552,5125,1255,5255,2145,5252,-1,-1,26,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
360,7,1451,4552,5125,1255,1252,2145,5252,-1,-1,25,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
361,7,1451,4552,5125,5255,1252,2145,5252,-1,-1,25,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
362,7,1451,4552,1255,5255,1252,2145,5252,-1,-1,23,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
363,7,1451,5125,1255,5255,1252,2145,5252,-1,-1,23,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
364,7,4512,4552,5125,1255,5255,1252,2145,-1,-1,25,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
365,7,4512,4552,5125,1255,5255,1252,5252,-1,-1,25,5,2,3,936,76,2856,285,8,6,0,8,2,2643172000,4333694000,-4690000,0,0,0
366,7,4512,4552,5125,1255,5255,2145,5252,-1,-1,25,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
367,7,4512,4552,5125,1255,1252,2145,5252,-1,-1,24,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
368,7,4512,4552,5125,5255,1252,2145,5252,-1,-1,24,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
369,7,4512,4552,1255,5255,1252,2145,5252,-1,-1,22,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
370,7,4512,5125,1255,5255,1252,2145,5252,-1,-1,22,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
371,7,4552,5125,1255,5255,1252,2145,5252,-1,-1,22,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
372,8,1451,4512,4552,5125,1255,5255,1252,2145,-1,31,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
373,8,1451,4512,4552,5125,1255,5255,1252,5252,-1,31,6,4,3,938,78,2862,291,8,6,0,8,2,2641215000,4333694000,-4690000,0,0,0
374,8,1451,4512,4552,5125,1255,5255,2145,5252,-1,31,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
375,8,1451,4512,4552,5125,1255,1252,2145,5252,-1,30,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
376,8,1451,4512,4552,5125,5255,1252,2145,5252,-1,30,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
377,8,1451,4512,4552,1255,5255,1252,2145,5252,-1,28,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
378,8,1451,4512,5125,1255,5255,1252,2145,5252,-1,28,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
379,8,1451,4552,5125,1255,5255,1252,2145,5252,-1,28,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
380,8,4512,4552,5125,1255,5255,1252,2145,5252,-1,27,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
381,9,1451,4512,4552,5125,1255,5255,1252,2145,5252,33,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,1
