mask,basis_cycle_ids,height_action,transport_scalar_mod_1000003,lambda_support,corrected_support,corrected_coefficient_sum_signed,corrected_abs_sum_signed_lift,corrected_vector_sha256_dense_i8
1584,4 5 9 10,3855360,72326,297,297,470240,2227600,6cf97672ba4d7fb39dc3230dacbd01dccb4a1154bc663a0b6e51c6278430cd87
1585,0 4 5 9 10,4930560,534729,297,297,662976,2894800,734795f1a72310e25e948d917bb6ba8e9deb312769cc8288e6b66fb350487778
1586,1 4 5 9 10,5176320,411849,297,297,697376,3049008,575b7c54811498110ad6b30f6a74c59d4554bcda3ad6e7dc63c7e022bd58bcb4
1587,0 1 4 5 9 10,6251520,874252,297,297,890112,3716208,976af96fd168d4472ea7ed3e8558278943ebef971c797c3db2b579c69f2bce1f
1588,2 4 5 9 10,4629504,685257,297,297,572192,2691280,1c1d0675ab7d6c11bdae9361820d93f021dcf780e4eec69901878fe7246bdeb1
1589,0 2 4 5 9 10,5704704,147657,297,297,764928,3358480,3fe756bf98d31a4502b9d3c058c0df3f1631ea436a240e78892e0020cd0cbad5
1590,1 2 4 5 9 10,5950464,24777,297,297,799328,3512688,13608fe4a62c21f76e690c38621ff8f370595fafa4068c355d0113486c97741b
1591,0 1 2 4 5 9 10,7025664,487180,297,297,992064,4179888,43adbf793c751450c5d47c47a2bebff4734e7df69bda00626d2252ab031d5582
1592,3 4 5 9 10,5047296,476361,297,297,721664,3001072,02587727fd7b8394b9685d835f946afdc45a95fd8240b71dce56c44d28c65c2b
1593,0 3 4 5 9 10,6122496,938764,297,297,914400,3668272,b382d417431b82e15fd6d61e294f6ef5bfc3cdbfe0d7c0cdf9f25f87d204b4aa
1594,1 3 4 5 9 10,6368256,815884,297,297,948800,3822480,25c791d70dcd371b05e4c104f7322aba5c9df2436e006f27684364d21f72ec58
1595,0 1 3 4 5 9 10,7443456,278284,297,297,1141536,4489680,5329684adbc21b6b992ca894828b6840f361f305472cb5437260550a9cc45a34
1596,2 3 4 5 9 10,5821440,89289,297,297,823616,3464752,351f14269da13f5e53740a6e3103f8a32e805310bf72a4985e6b9ae8681e2c60
1597,0 2 3 4 5 9 10,6896640,551692,297,297,1016352,4131952,f9268a9dbd8a80e9a1eeb6b7488862fbbc3dcb92b8699f9bff6a8892bd67414c
1598,1 2 3 4 5 9 10,7142400,428812,297,297,1050752,4286160,156fa6568bacebb1c7e0d7c0b864130ab921c1a93f8db22d4dda9c658dfc4af8
1599,0 1 2 3 4 5 9 10,8217600,891215,297,297,1243488,4953360,4da613c5ebf8cd6e006ed1d7350fc946fa2b218c0091d352f13fbad88357e0b4
1600,6 9 10,2985984,507014,297,297,308128,1672608,1837520049782f56f28aa01c053e3b37b341fc46b310c2ab81fd13fed850463c
1601,0 6 9 10,4061184,969417,297,297,500864,2339808,0b0a2e634186bdaca2edd8b357590ae181d9047c94bc6ddda7a39e469846e8a1
1602,1 6 9 10,4306944,846537,297,297,535264,2494016,644561e332ed9b40ad29d79eeab60543b8e24d15c0c2b55e4b641b6aa631bb4f
1603,0 1 6 9 10,5382144,308937,297,297,728000,3161216,fd700ebf9987de88d25a4be454c257a3e6c316bba7a95b52405f076f27e9e86d
1604,2 6 9 10,3760128,119942,297,297,410080,2136288,6162b2890c2c3790e98fde68d421e8d08c0a6bdf19c85cd688915a5c207e66aa
1605,0 2 6 9 10,4835328,582345,297,297,602816,2803488,adbf848a70fbe24e806b4fb50916f6652fc09239292a547b3445b33de0317a28
1606,1 2 6 9 10,5081088,459465,297,297,637216,2957696,52c9d3e8d179756d195b995b937fa09b704d1e195deb2da0f8e9bede72285cc4
1607,0 1 2 6 9 10,6156288,921868,297,297,829952,3624896,13a34e9fdd0068f1c793aa6851d90db9f021145fddf62a692f41294ed70524a4
1608,3 6 9 10,4177920,911049,297,297,559552,2446080,7e49a90b68c7f88f29587d8573a1784376b78c88d0d541753feb85a8160b298c
1609,0 3 6 9 10,5253120,373449,297,297,752288,3113280,14d9ce453cd86713ac28f590681d56c5988c5467c2f77115d3857b6cecbab009
1610,1 3 6 9 10,5498880,250569,297,297,786688,3267488,5c6983d088e70ddd31861c172018346509a6913d8042e2434a36ae4c529f259e
1611,0 1 3 6 9 10,6574080,712972,297,297,979424,3934688,60adc9eda433e1e4d2b86869e9db57a752669f422e99ed5256e5751e4aa027c6
1612,2 3 6 9 10,4952064,523977,297,297,661504,2909760,f407c7d6604b8d4cdde4391dd765b210d1012599822e6077285a9c4b12e4b54d
1613,0 2 3 6 9 10,6027264,986380,297,297,854240,3576960,35bd7baa2ded6c58725c20c75a442f8e0725df59063a6e2321f5af165db528e7
1614,1 2 3 6 9 10,6273024,863500,297,297,888640,3731168,0a127447adc558c62eb7ce499bcc5ed22eeffb3cd1ab4e56aae5d82223f68645
1615,0 1 2 3 6 9 10,7348224,325900,297,297,1081376,4398368,c719ae8e2d51baeed02ee6bc357dc504ce4337461b28cb16234c545e1c8889d0
1616,4 6 9 10,4067328,966345,297,297,488960,2344960,459c65baebc03d5dae7090253366f1740ab026e5b98a65dbf704e13d1a35d87b
1617,0 4 6 9 10,5142528,428745,297,297,681696,3012160,71fd65e4ff207fe7c4337f08ac9ab5133fae53cd99bd0a9211dfbc68f733bf69
1618,1 4 6 9 10,5388288,305865,297,297,716096,3166368,dbeaeea7a51b9d4063d56c20f13d20a722c6ee6cb9873269e5991125f3cd32fc
1619,0 1 4 6 9 10,6463488,768268,297,297,908832,3833568,b8bdd4c8606182275db08c8111d7a535fe70f83b5453f02189ecdc165ef55d4f
1620,2 4 6 9 10,4841472,579273,297,297,590912,2808640,7c02356a2ee33023e66fe787942167e6df7cf35acd25b34be1eadc00c0f00196
1621,0 2 4 6 9 10,5916672,41673,297,297,783648,3475840,5d1d63c32a49340b68d8f0c7afa6ae85ba31963d85851d90f7a0d62ad03f013d
1622,1 2 4 6 9 10,6162432,918796,297,297,818048,3630048,3a8d0e04354405420a750a716215180c1c73eedc1cc77b1dbbe62d5b28fc16ba
1623,0 1 2 4 6 9 10,7237632,381196,297,297,1010784,4297248,210b0de1370e3d7179c6a2b554bbd22a617f0aad996822310d3700388fa1a550
1624,3 4 6 9 10,5259264,370377,297,297,740384,3118432,db888bdf5319ff87e3419c5137d3f7685067486ddfc297080a0325dccbdf724f
1625,0 3 4 6 9 10,6334464,832780,297,297,933120,3785632,853fa8be9a8246d01fe55a6c0046807600d6c3aeefaeea73dee6cf3ee690fbba
1626,1 3 4 6 9 10,6580224,709900,297,297,967520,3939840,36c99c42c390371f45cc7da8f2a70b360e72f7145fea09ceda4e2c4546fcdf51
1627,0 1 3 4 6 9 10,7655424,172300,297,297,1160256,4607040,2ebc7f4b46f834ebb5bb18c19b03b736fe2d3262de141b38bf864fb125118ccd
1628,2 3 4 6 9 10,6033408,983308,297,297,842336,3582112,98f90ea3cf1269f73d18f73a909a411f8b086eeb918c0d26aaf388b7de1b0881
1629,0 2 3 4 6 9 10,7108608,445708,297,297,1035072,4249312,309fc4c6e2dc015f6c3997670d5ffe3b6dcbeda8e88572cfc9b8e2df0b85e4cc
1630,1 2 3 4 6 9 10,7354368,322828,297,297,1069472,4403520,c9ed47092eeb20c0e35ff2d6dd662b76a21227b0e09a3e8933cde88fc065b481
1631,0 1 2 3 4 6 9 10,8429568,785231,297,297,1262208,5070720,5ef82810889d7c33b9f2760c61c6fc584f9047ededc4c4dcf1552d87fcaed2f4
1632,5 6 9 10,3677184,161414,297,297,360448,2052816,c47abe6ffe33e292d263228312165169a49d29be5aca8323071bb99cb4ae7d52
1633,0 5 6 9 10,4752384,623817,297,297,553184,2720016,77c68e6841c8926e1e678b9dcec79e3011759c6dcfed8e9b2c0d4235d882149f
1634,1 5 6 9 10,4998144,500937,297,297,587584,2874224,a78299189632e4eb81e1d6d9fd1e44271df308283af84fa64783ef6b3c318dfd
1635,0 1 5 6 9 10,6073344,963340,297,297,780320,3541424,5e22cdbeb057f33952dcf9dac52f1eb2fb1463a0a0e1823f85156e4e86246968
1636,2 5 6 9 10,4451328,774345,297,297,462400,2516496,795f81cad0570d0e00e7f67e0efc687686e946c2fc6d56a42a6ebcc430d30ff9
1637,0 2 5 6 9 10,5526528,236745,297,297,655136,3183696,f5ea41a43099622798b1f0a7e9df96344373a0825ad0bc2d261c4ce64f317f66
1638,1 2 5 6 9 10,5772288,113865,297,297,689536,3337904,8d469e14a4bb6da75961cf36f0cc1b6dd44462e71c0a50c2b5f90b6e57c6c97a
1639,0 1 2 5 6 9 10,6847488,576268,297,297,882272,4005104,2da2c6535103ff320ea261e12c7ed13fc046c8932c268edd06767fc2e9970dc8
1640,3 5 6 9 10,4869120,565449,297,297,611872,2826288,718b52dc669fba50ed4a3f15f1f16a5b7f8e757e91ee6f634237d13ce5897a3a
1641,0 3 5 6 9 10,5944320,27849,297,297,804608,3493488,68474b78c830fea91313ae14732941f9b690f2e1d8a3fa4f8ef3b39bb65e4c3a
1642,1 3 5 6 9 10,6190080,904972,297,297,839008,3647696,5335f3a38cd3526f092b8872f079ba6808de896d7a37d2e802deed3349935de8
1643,0 1 3 5 6 9 10,7265280,367372,297,297,1031744,4314896,5ca6b7b13e5bffb2c143390f946f7f8263b612ddf16f82f830a7115d785b4a1b
1644,2 3 5 6 9 10,5643264,178377,297,297,713824,3289968,ecc03eb3b64d6b6df31f5ff7ce5b6dec8d1cf24fc972fb30f0811a841cca1e46
1645,0 2 3 5 6 9 10,6718464,640780,297,297,906560,3957168,6c2684986f1a380a56233595054e2a6f8dc43a1f1ab1b239072ccee644c7a67f
1646,1 2 3 5 6 9 10,6964224,517900,297,297,940960,4111376,d6ae262162cf5e7dab34cbb5b7e9fcf6be4c387fb48d17ef4157eaf211238cb7
1647,0 1 2 3 5 6 9 10,8039424,980303,297,297,1133696,4778576,f76501d6a1f7cb1bee5687f0944cfee5af3d51c208259f2a45f068bde2ee9827
1648,4 5 6 9 10,4758528,620745,297,297,541280,2725168,77aafeaa98a408572d71cd0a4186b75455a1a1e72d4d9acc37bf41657a02efd5
1649,0 4 5 6 9 10,5833728,83145,297,297,734016,3392368,d023f8fba196fbbc72f440b4ced56c3e29364663def88238daa00feaeef56f71
1650,1 4 5 6 9 10,6079488,960268,297,297,768416,3546576,037ef524c20356416d358f59491cb6f450d5fa7eb7fea20dc488e3a5a6ab4522
1651,0 1 4 5 6 9 10,7154688,422668,297,297,961152,4213776,ca54577ac106c417334c43b4955e67f7d128099b667469aa8cb79cf98d7276ee
1652,2 4 5 6 9 10,5532672,233673,297,297,643232,3188848,f777cfdedb1d6ad52223d6897275dd191b3ded8ef49341e038e2ac00a84fd5c2
1653,0 2 4 5 6 9 10,6607872,696076,297,297,835968,3856048,0dc6e112ad20bcafc72854c2ef04df5851097b5d426068e44f58321d9ec8807c
1654,1 2 4 5 6 9 10,6853632,573196,297,297,870368,4010256,ce651c4acd58704f50a165d3a15d6c66b8832147c27c452d2e7055cff6f17404
1655,0 1 2 4 5 6 9 10,7928832,35596,297,297,1063104,4677456,9b7120939430532c5de47fc979b812167ac513c6d700ae6fd0cdd8109abd9aa4
1656,3 4 5 6 9 10,5950464,24777,297,297,792704,3498640,ea1a2e4ec1034fc5b87c36da5947c318dfb3799dc492038c2b3a0b4ee9335be8
1657,0 3 4 5 6 9 10,7025664,487180,297,297,985440,4165840,10eb81acd4babefaf4bb7e479c1853390101a14210fbfa7aae16078f23ffe020
1658,1 3 4 5 6 9 10,7271424,364300,297,297,1019840,4320048,8dd2e6b140a292e4b962e1cc044ce7f4b3146490d81e13810987af2debe5c38a
1659,0 1 3 4 5 6 9 10,8346624,826703,297,297,1212576,4987248,fa82892c2871b7834127a54484d9f68f981246669b1db23bb5918219656ecd6d
1660,2 3 4 5 6 9 10,6724608,637708,297,297,894656,3962320,01ed02c651cb79e20053775b2b92a89cba90aae7df371f377c267bf4fca55962
1661,0 2 3 4 5 6 9 10,7799808,100108,297,297,1087392,4629520,4fbc6ea198df38935ad79635f61ac72d34862ccb21605831c8614aed39b06601
1662,1 2 3 4 5 6 9 10,8045568,977231,297,297,1121792,4783728,3e9ac8a3fb48ad7aae7d0537696c91dd8c7c1137166600d92dba820a58b1220d
1663,0 1 2 3 4 5 6 9 10,9120768,439631,297,297,1314528,5450928,2b0c5623b811c0c2a1aed562b9a9d0036456f4926036aa1d5bf21ba81ed67921
1664,7 9 10,3151872,424070,297,297,380960,1806784,d906d32bf7cc77646db5f48237bd680f1a73876cc645404d10188bf18daed5a0
1665,0 7 9 10,4227072,886473,297,297,573696,2473984,0e3dfff865d1294acbf9dadca46f9e8749b1f521d57d46d2717ac6ba2952bdf3
1666,1 7 9 10,4472832,763593,297,297,608096,2628192,56a9b4b7b8082955ad848d61bcf19ede14a48c7d8696377c86c9945fea901d80
1667,0 1 7 9 10,5548032,225993,297,297,800832,3295392,d102b02810ea23614eaf41865f429e33ec5fde0f39c19ca60d03976db878ff56
1668,2 7 9 10,3926016,36998,297,297,482912,2270464,6df8d51556913694a8d16c3de4ce1ae9144eee8e09ab7f63a70c9566e7f90f97
1669,0 2 7 9 10,5001216,499401,297,297,675648,2937664,a99b9f16ad405687c5167ac949c7e98d6dff7ba5e864106e47e7350212d395b6
1670,1 2 7 9 10,5246976,376521,297,297,710048,3091872,169b087cacb596de1081b930aa61a7ba0f0afaf37384014d5ffaeb4c940e9c52
1671,0 1 2 7 9 10,6322176,838924,297,297,902784,3759072,2470d6f64898ff4d7d6f2196065189faac4900067ac82ce4569d1ef8d970e3d7
1672,3 7 9 10,4343808,828105,297,297,632384,2580256,4cd2476592d22253e14c714166bef91b39f25e1741eeeb9f6ebf3b4afd74d57c
1673,0 3 7 9 10,5419008,290505,297,297,825120,3247456,d4d80531a7e1c0309d87625c4da04e8ba08695c53def9931043b43891f310485
1674,1 3 7 9 10,5664768,167625,297,297,859520,3401664,e801e77afee742b88538f4c8f89b86960090a1a4d1fccd8bfdc3ae2b55ca6c50
1675,0 1 3 7 9 10,6739968,630028,297,297,1052256,4068864,947946510871c294218d259023a371e0364f497a858882aeedbee8bc8b3eb5f7
1676,2 3 7 9 10,5117952,441033,297,297,734336,3043936,94adffa80319fa352826741bb0943f5e6e35b258876fbd76075ccec39fdcfe8c
1677,0 2 3 7 9 10,6193152,903436,297,297,927072,3711136,9e7d424ff14aa9848b544d1500e269b78c9a0444ff926afdc27e45a5ecc42b4a
1678,1 2 3 7 9 10,6438912,780556,297,297,961472,3865344,45bab78300fa7d459f24d78cbb1d6f388ca4b486c887bd0255e1a653fb98438d
1679,0 1 2 3 7 9 10,7514112,242956,297,297,1154208,4532544,46bbb3c5d9f24e3c6d0bc7ae3ef18f6945eb9f52c9135b94afb059ea8bb1fd22
1680,4 7 9 10,4233216,883401,297,297,561792,2479136,d59e5abeac0beb812701f338c6c2b8677a92602c2098a3be126d835673432fc5
1681,0 4 7 9 10,5308416,345801,297,297,754528,3146336,6473af55aed311bac00a05f1cfc74fa9335b81869dcf30a83346b2f6297c6fde
1682,1 4 7 9 10,5554176,222921,297,297,788928,3300544,75985ed71bc60804a2f4e3bc1d7e790cbb2d040529bc01613d6ba0546c93ff0d
1683,0 1 4 7 9 10,6629376,685324,297,297,981664,3967744,8970f7d835a62eea0a3c1814c705f0c8f291e6e2349c2ad0f6caae96493958d8
1684,2 4 7 9 10,5007360,496329,297,297,663744,2942816,973bb45e08295bf9799c1b4e5deb348f30d3f1c6a891c0dc3aa74ce0598f5690
1685,0 2 4 7 9 10,6082560,958732,297,297,856480,3610016,dc68e46146ef6e2b00c4439e16312f3b345e91385957dcf7d9785eea190750c3
1686,1 2 4 7 9 10,6328320,835852,297,297,890880,3764224,d560b83fed95e6a4f90e160e04ade6ff3c9a6c7783a129729a2903f30bdfcde6
1687,0 1 2 4 7 9 10,7403520,298252,297,297,1083616,4431424,cbdbe6b8631b8050bc02002d8b607bae667472e477c5d412a2b5a79ce147121d
1688,3 4 7 9 10,5425152,287433,297,297,813216,3252608,b7406361922c37f4e948c0d5f700d1571d0a6fea10e246428fcfe66fea6f6768
1689,0 3 4 7 9 10,6500352,749836,297,297,1005952,3919808,99fc683c68659ba5608843495d60da1b08b222eafd178f28f3d9c4b75aec7cd3
1690,1 3 4 7 9 10,6746112,626956,297,297,1040352,4074016,49c966905e64936ea2bf0629645af9e8c46a45083633f616680085eea9e665a7
1691,0 1 3 4 7 9 10,7821312,89356,297,297,1233088,4741216,ef6b79c6b578b1b848cbb25176560a4ae2c2be2b5afec3252d68d158535a0258
1692,2 3 4 7 9 10,6199296,900364,297,297,915168,3716288,881c576790c8c99f73db0a88df0b357be624de699f7aa5e53e661c476b6c8d29
1693,0 2 3 4 7 9 10,7274496,362764,297,297,1107904,4383488,5e4a4654c98364b4c5b4e95754f279c0b13db9ddae0f7c0944d870c3da439001
1694,1 2 3 4 7 9 10,7520256,239884,297,297,1142304,4537696,e2222b916bc9735742c5c7ac5759dfcff899cadc0a96ba3ab136e60065971a6e
1695,0 1 2 3 4 7 9 10,8595456,702287,297,297,1335040,5204896,1483733c20d08aa96a2f7b7e9d9143638b66fd944c7ad8f0f1e52e3f4c072c35
1696,5 7 9 10,3843072,78470,297,297,433280,2186992,ed8de37553fb5edcf356fd692ce9ffaf0fa24d37bca76633f0316903ca4008d4
1697,0 5 7 9 10,4918272,540873,297,297,626016,2854192,fb49ee1a8e24ce326d2f330cbbccdee089d0236d12d00c9a329c0861eae05ca4
1698,1 5 7 9 10,5164032,417993,297,297,660416,3008400,5f4d8c91ff50cc481a55ca263cd4f0be888375c457af035953bb5ba047c36abd
1699,0 1 5 7 9 10,6239232,880396,297,297,853152,3675600,e0497f6c20c8e80ef22bdc4b11b1b51d007239cfbfde52fc06f755b38fb41ac5
1700,2 5 7 9 10,4617216,691401,297,297,535232,2650672,b67aef9872aac099f6d503136f5f4597ffb36383de30ec594f73d071f6993a35
1701,0 2 5 7 9 10,5692416,153801,297,297,727968,3317872,9f6660f82c09fef1dfbabbb1bf569d24f88839fe746425a7f6fbcf397fd4728e
1702,1 2 5 7 9 10,5938176,30921,297,297,762368,3472080,3aaf404b9f3df9d08d78d0c9edc0e30d5cd98055e004525ac9986fa61ef4e342
1703,0 1 2 5 7 9 10,7013376,493324,297,297,955104,4139280,eddc041548eaa419bc0ca9a7ae4d17393e371889bf62e11752c15a46ec8eb2a8
1704,3 5 7 9 10,5035008,482505,297,297,684704,2960464,f72b1c0356b056d202f9183baee6468f52ed5756419b6f9e5eab53b0e022a7ce
1705,0 3 5 7 9 10,6110208,944908,297,297,877440,3627664,33d2f64b6dc541e461bca46f0939eced598055cd63653863890549f37f56ced0
1706,1 3 5 7 9 10,6355968,822028,297,297,911840,3781872,0c6de5ea9f02503d1f0ba6a1e261d81f898c2ab4d6bff8d3ccc94fce9f40e899
1707,0 1 3 5 7 9 10,7431168,284428,297,297,1104576,4449072,c04f7cdfdd83248b919c0f8b4256a41bd621f38854abae785c10c7280136906d
1708,2 3 5 7 9 10,5809152,95433,297,297,786656,3424144,f3bebb64aba58f6ffa905439f06d3a9b3b23a68cf220ae4ffdb733d2e58d9270
1709,0 2 3 5 7 9 10,6884352,557836,297,297,979392,4091344,f4fe0b8a192093afc092fe4156a20457368a702b1de08698b9fe4702b14d8be2
1710,1 2 3 5 7 9 10,7130112,434956,297,297,1013792,4245552,15b833fc88673548fba3684a349be855f6e5014286b75cf177d343aed99e8bdb
1711,0 1 2 3 5 7 9 10,8205312,897359,297,297,1206528,4912752,53b3d586a350a46997f5c934b0350aadf1880430b4b1605db0a96bde38efa5c1
1712,4 5 7 9 10,4924416,537801,297,297,614112,2859344,fda3938ce982bd9de5cfbef2bc9886244a8c9eeb88bacc7c3b94993a1b5cf0a9
1713,0 4 5 7 9 10,5999616,201,297,297,806848,3526544,8eb477e31a85e20edada44d51bb2ce450dbfa90dae9989e2e3da77abece1b2a3
1714,1 4 5 7 9 10,6245376,877324,297,297,841248,3680752,607f2e48804f642af6bd9a1bd3cf389968354f652f90901e208c4d7509a7ba18
1715,0 1 4 5 7 9 10,7320576,339724,297,297,1033984,4347952,b1c6251900d11966760c8e381439f363f5b66283221a34ed39bdc38d4513a2f1
1716,2 4 5 7 9 10,5698560,150729,297,297,716064,3323024,4329e45d013a427490885877053c34ccdb8483a218475e9e0285946f32557ce3
1717,0 2 4 5 7 9 10,6773760,613132,297,297,908800,3990224,3322da83647cae2dcb72e715433ff01f291269abae1ef041651a63e57ec72f73
1718,1 2 4 5 7 9 10,7019520,490252,297,297,943200,4144432,0fb4f161bfa815aca96abf255d9b4c7ca676d4c50e85d68d6596a1ecb5abf29b
1719,0 1 2 4 5 7 9 10,8094720,952655,297,297,1135936,4811632,a66901a51689593c14986cb59ba8d0039a4a4e12b00c6ba7b29afb0dd080c254
1720,3 4 5 7 9 10,6116352,941836,297,297,865536,3632816,1dc23e5283f74f3bcabbea43eb03af187aa5bc6476743de73b13fbb25eb3f5b9
1721,0 3 4 5 7 9 10,7191552,404236,297,297,1058272,4300016,699f5486382b6ecb08452d7923a02a6c4b0284e71609d161b479ae6bf07b6f3d
1722,1 3 4 5 7 9 10,7437312,281356,297,297,1092672,4454224,3d646a590d1d3a553121918ca70c2fe72788c47ad1833363f7add47244083993
1723,0 1 3 4 5 7 9 10,8512512,743759,297,297,1285408,5121424,080d8be3f68ae4a2dc9f444d70f7d09002370950006793da382509299205a065
1724,2 3 4 5 7 9 10,6890496,554764,297,297,967488,4096496,51f74ebda37132eeb25daedfb55a2fb2cfc313ea6e90de2f82b506794bcc9f07
1725,0 2 3 4 5 7 9 10,7965696,17164,297,297,1160224,4763696,0ae9e7e4ff550febdcf1be5c51133d8f576aa98e59d69a520ef9c8376fc199c5
1726,1 2 3 4 5 7 9 10,8211456,894287,297,297,1194624,4917904,0462d4e9e48d274b2e43fb987ca46d405a2fff3fc07452723375adbcf41fecaa
1727,0 1 2 3 4 5 7 9 10,9286656,356687,297,297,1387360,5585104,774d300478858dc2b3c9a87766c96da69678e342786e7a5a6cc9f23250a47bcc
1728,6 7 9 10,4055040,972489,297,297,452000,2304352,800012fbf7c8749e6988d1af56c5e7992f6c572a32b90f83ba8aeb522b2dc7b7
1729,0 6 7 9 10,5130240,434889,297,297,644736,2971552,ef43ad6c1a60a2ac701b086787200085ccfea3bd534c924e61da4c2ab67968d1
1730,1 6 7 9 10,5376000,312009,297,297,679136,3125760,e31aeb7f7e14abe9424ecd7eafab33a055ae20f81a062fa456d1ff92bd5606a9
1731,0 1 6 7 9 10,6451200,774412,297,297,871872,3792960,39ac6d07ec6af5af5abd4c7d477763bffa167776cf5ef760b845b761d6239ed6
1732,2 6 7 9 10,4829184,585417,297,297,553952,2768032,46ee4cc3786090631b565b32519b264a1ae17865c104b3228abed7ceaafa8377
1733,0 2 6 7 9 10,5904384,47817,297,297,746688,3435232,5cb5cbfa3d33f218362f017823d91e6956c40a70e04247860e93797583f8e2f4
1734,1 2 6 7 9 10,6150144,924940,297,297,781088,3589440,02d32a6d2d98c6334f18cd1ed75ed93d02de292d38d2d26f442319c9a31f7773
1735,0 1 2 6 7 9 10,7225344,387340,297,297,973824,4256640,f466a72b0c68fcd0b2b4bb8685983f7eb55be7391bdf83fffbf4c26ac813e9df
1736,3 6 7 9 10,5246976,376521,297,297,703424,3077824,89a3d2a3fb435ee79c5df1b995f5f22ddeb7df4ecd0e5f05401a07d8ad7d8a9f
1737,0 3 6 7 9 10,6322176,838924,297,297,896160,3745024,5e2d6262b1c937cf55f5095489f88c6d957b733f59e478fb3c4c23f3218e6da9
1738,1 3 6 7 9 10,6567936,716044,297,297,930560,3899232,2968bc5bdb5b66e069286ad4e1c3d6e67c9339e93adbb15cc950452821332f57
1739,0 1 3 6 7 9 10,7643136,178444,297,297,1123296,4566432,2e4ad4566857dffe4ca08579ed8d3966bf136db8b31f6bae65d3feb175a198b9
1740,2 3 6 7 9 10,6021120,989452,297,297,805376,3541504,1b7f107d7aec89dda1aa9fc6e49a01f3687f13f01bebe4b8c51b7956abed7772
1741,0 2 3 6 7 9 10,7096320,451852,297,297,998112,4208704,82505a47318bee3df13977af0412be08fee51389d1e23dfd7a9a9be1adaee14a
1742,1 2 3 6 7 9 10,7342080,328972,297,297,1032512,4362912,7b4a40b4a0ffe060971ecb42c471a4d7882a4276793b2e5989fcf9a7fdae9214
1743,0 1 2 3 6 7 9 10,8417280,791375,297,297,1225248,5030112,35488f6fd51cc94eb1e1952169fa5a99c2d721597f5fc12769e660e6042ea95a
1744,4 6 7 9 10,5136384,431817,297,297,632832,2976704,76b330048b33f7a87d8c9e102f4c1e15a3e52fcbe5dd98dc88eb8bad91e5b4d1
1745,0 4 6 7 9 10,6211584,894220,297,297,825568,3643904,0dd0064fdb83c81b945b930854e0fa148535e2a1564e5cc915b3bb9acbbe24df
1746,1 4 6 7 9 10,6457344,771340,297,297,859968,3798112,5d82a23d25f7877dc795430ad6c4034d6851b4546bf4852343551953922bb547
1747,0 1 4 6 7 9 10,7532544,233740,297,297,1052704,4465312,cfc44b819eacf3397a43940ca8cf2f938d1e5580fe0dbb9a2cc4e43ea95b4269
1748,2 4 6 7 9 10,5910528,44745,297,297,734784,3440384,c34013faa42d5d41f11cd0cc9e541e90aac26c98a0a4db457761a16645a96f1c
1749,0 2 4 6 7 9 10,6985728,507148,297,297,927520,4107584,e0531769f792bb93c7d98c8a4f5c969b32e352fd77eaef95e45e07759f2bebb0
1750,1 2 4 6 7 9 10,7231488,384268,297,297,961920,4261792,fb308c9598380ca1861d2d380bf326d641a357854c8a0188d0a055e2a8bc2f8f
1751,0 1 2 4 6 7 9 10,8306688,846671,297,297,1154656,4928992,41ed21387f4e31285f5335be2c29f1cad58684a2cb03d058a0a0ea172e5c9fd8
1752,3 4 6 7 9 10,6328320,835852,297,297,884256,3750176,5b49d492b55683380641da407c04ddb6ab0ed6065700a4d6e05fdcc675f14f0f
1753,0 3 4 6 7 9 10,7403520,298252,297,297,1076992,4417376,3b95f52cbc60e2f04c4954f68cbdeff4856e652f72e9f62e417b9efcd8092730
1754,1 3 4 6 7 9 10,7649280,175372,297,297,1111392,4571584,eab7af0f57a94870548d624568e726c0445dd1672e299aaef4188baeb285990a
1755,0 1 3 4 6 7 9 10,8724480,637775,297,297,1304128,5238784,b1d78cdb021399dc13ae494d00311e6efbce6a19fa70f6e95b25f119a68c1423
1756,2 3 4 6 7 9 10,7102464,448780,297,297,986208,4213856,03f014e74eb54d79fd3d2828e364f5ada0f8a8ce8f38b36587447e9fbd38cce4
1757,0 2 3 4 6 7 9 10,8177664,911183,297,297,1178944,4881056,06a58646fb3af9154095c09329125d66403d1581cd234e5c8a3c9b0cb99da977
1758,1 2 3 4 6 7 9 10,8423424,788303,297,297,1213344,5035264,1a43023a74bf2dea8a02d9f99e1c5d7e1034f5021568c8d660657bd5acdd5180
1759,0 1 2 3 4 6 7 9 10,9498624,250703,297,297,1406080,5702464,6ff1d9b5fda2febe812306de73d9fc8ec4f1ce8c679c1789f92763bd6e6b66f6
1760,5 6 7 9 10,4746240,626889,297,297,504320,2684560,975018f23042faa00d2535a43f431f0a817a158c4afd4606ac8326182158648b
1761,0 5 6 7 9 10,5821440,89289,297,297,697056,3351760,79e0ba6dcf9e654f1e4531c1d3b92d8798c492f99cf575422e641af901a5dd49
1762,1 5 6 7 9 10,6067200,966412,297,297,731456,3505968,1c91309beae6cb5411490e2cd3cd4ab8057a5153ea391ef231998bc20c74f474
1763,0 1 5 6 7 9 10,7142400,428812,297,297,924192,4173168,14da1c021c138df99e7161e46cf28be3f6b6c50a3e9628db1c437bef703641b5
1764,2 5 6 7 9 10,5520384,239817,297,297,606272,3148240,791426957a76f9575508a3bcaa04cffa5e5eb3da12f238c668562006da85ed06
