transition_id,edge_id,left_basis_id,right_basis_id,left_raw_row_id,right_raw_row_id,source0_boundary_count,source1_boundary_count,boundary_count,normal_form_delta_t,contact_lift_flag,endpoint_pair_raw_row_flag,operation_row_id,operation_source0_addr,operation_source1_addr,operation_target_addr,operation_coeff,operation_time_component,semantic_transition_flag,obstruction_code
592,592,221,257,1272107,1286113,10,0,10,1,1,1,-1,-1,-1,-1,0,0,0,0
593,593,221,258,1272107,1295177,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
594,594,222,258,1274117,1295177,21,2,23,1,1,1,-1,-1,-1,-1,0,0,0,0
595,595,223,224,965179,973639,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
596,596,223,229,965179,961041,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
597,597,223,230,965179,965184,12,0,12,1,1,1,-1,-1,-1,-1,0,0,0,0
598,598,223,231,965179,973644,3,0,3,1,1,1,-1,-1,-1,-1,0,0,0,0
599,599,223,232,965179,975812,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
600,600,224,233,973639,990557,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
601,601,224,234,973639,1028398,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
602,602,225,239,1057273,1056266,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
603,603,225,240,1057273,1057274,4,0,4,1,1,1,-1,-1,-1,-1,0,0,0,0
604,604,225,241,1057273,1058610,1,4,5,1,1,1,-1,-1,-1,-1,0,0,0,0
605,605,226,244,1081629,1079612,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
606,606,226,245,1081629,1084876,4,1,5,1,1,1,-1,-1,-1,-1,0,0,0,0
607,607,227,246,1140699,1139202,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
608,608,227,247,1140699,1144876,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
609,609,227,248,1140699,1149920,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
610,610,227,249,1140699,1181041,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
611,611,228,249,1183262,1181041,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
612,612,228,250,1183262,1185491,1,1,2,1,1,1,-1,-1,-1,-1,0,0,0,0
613,613,229,230,961041,965184,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
614,614,230,231,965184,973644,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
615,615,231,232,973644,975812,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
616,616,232,233,975812,990557,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
617,617,233,234,990557,1028398,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
618,618,234,235,1028398,1030153,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
619,619,235,236,1030153,1031348,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
620,620,236,237,1031348,1034698,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
621,621,237,238,1034698,1035888,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
622,622,238,239,1035888,1056266,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
623,623,239,240,1056266,1057274,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
624,624,240,241,1057274,1058610,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
625,625,241,242,1058610,1064268,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
626,626,242,243,1064268,1066632,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
627,627,243,244,1066632,1079612,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
628,628,244,245,1079612,1084876,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
629,629,245,246,1084876,1139202,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
630,630,246,247,1139202,1144876,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
631,631,247,248,1144876,1149920,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
632,632,248,249,1149920,1181041,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
633,633,249,250,1181041,1185491,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
634,634,250,251,1185491,1187680,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
635,635,251,252,1187680,1192044,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
636,636,252,253,1192044,1197535,0,5,5,1,1,1,-1,-1,-1,-1,0,0,0,0
637,637,253,254,1197535,1272526,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
638,638,254,255,1272526,1275929,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
639,639,255,256,1275929,1281882,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
640,640,256,257,1281882,1286113,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
641,641,257,258,1286113,1295177,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
