weight_type,series,total_dimension_n,count,q_weighted_sum,q_mean,q2_weighted_sum
full_pair_output_support,symmetric_relation_pair_stack,39,15092896220545610685879259853190145388302154048449630534730327421426946882302312745024642804421641376082030593787874014763952057065069845160523553056513853242659778086013345309251141724501,858440955579858775996969292137392672214475324301788649581359602578123895266551819636302390484854716682864299784998571574389248858219087072832895879258275936320527021263452311899918854884805,56.8771522069623,56908688766533393938086342846018876863482807296429033686218617686650715801095507646774933478285820428479019482048970869186588292009209369567067654932288053036258917579301951018508223403773027
full_pair_output_support,symmetric_relation_pair_stack,40,366102346463286660163098779224289454143542284086466961295226754897050407370338045307063066806941772569692831495039851948926274428682575582324723983834895741219611650810551740592656629823278298,21356778341659899882921074951196061942372100942366736081894551478858930298684125176221569018037573525402309885283441936311751970032742310314613982872058570294459559369829455438070023180355127466,58.335540725089544,1446953149045450726726028872565320357842302751874466410073831891330348231665623304825008767134513304018462704816301399918496500867793992843010583370503665093220657082094915748189217608283745893348
q12_pair_coefficient_mass,symmetric_relation_pair_stack,0,1,0,0.0,0
q12_pair_coefficient_mass,symmetric_relation_pair_stack,1,105,1020,9.714285714285714,189280
q12_pair_coefficient_mass,symmetric_relation_pair_stack,2,5564,107456,19.312724658519052,20852464
q12_pair_coefficient_mass,symmetric_relation_pair_stack,3,198362,5703520,28.75308778899184,1151382360
q12_pair_coefficient_mass,symmetric_relation_pair_stack,4,5351680,203386420,38.00421923582875,42530505520
q12_pair_coefficient_mass,symmetric_relation_pair_stack,5,116533731,5482176006,47.043683909854394,1183330247452
q12_pair_coefficient_mass,symmetric_relation_pair_stack,6,2133133758,119148098984,55.85589677025776,26468756408280
q12_pair_coefficient_mass,symmetric_relation_pair_stack,7,33757850007,2175039883610,64.43064007805549,496042991753644
q12_pair_coefficient_mass,symmetric_relation_pair_stack,8,471445271665,34303249196090,72.76189042036937,8014178269128724
q12_pair_coefficient_mass,symmetric_relation_pair_stack,9,5901807022859,477142752485704,80.84689157704156,113981327449975192
