mask,basis_cycle_ids,residue_edge_weight,total_basis_length,total_optical_action,total_connection_log_action,total_entropy_proxy,incidence_vector_mod2
1323,0 1 3 5 8 10,14,44,5744640,246.18712026681138,62.333333333333336,101101101011010001000101010001
1324,2 3 5 8 10,15,33,4122624,183.62042394624257,44.73333333333334,011000001110111011001101010001
1325,0 2 3 5 8 10,17,41,5197824,228.4529756447046,56.4,101011010100111011001101011001
1326,1 2 3 5 8 10,17,41,5443584,230.53241718638444,59.06666666666667,011110111110010001001101011001
1327,0 1 2 3 5 8 10,13,49,6518784,275.3649688848464,70.73333333333332,101101100100010001001101010001
1328,4 5 8 10,10,26,3237888,144.50294872905548,35.13333333333333,000000000000001111001100110101
1329,0 4 5 8 10,18,34,4313088,189.3355004275175,46.800000000000004,110011011010001111001100111101
1330,1 4 5 8 10,14,34,4558848,191.41494196919734,49.46666666666666,000110110000100101001100111101
1331,0 1 4 5 8 10,16,42,5634048,236.24749366765937,61.13333333333333,110101101010100101001100110101
1332,2 4 5 8 10,13,31,4012032,173.68079734709056,43.53333333333333,000000001111001111000100110101
1333,0 2 4 5 8 10,17,39,5087232,218.5133490455526,55.199999999999996,110011010101001111000100111101
1334,1 2 4 5 8 10,17,39,5332992,220.59279058723243,57.86666666666667,000110111111100101000100111101
1335,0 1 2 4 5 8 10,15,47,6408192,265.4253422856944,69.53333333333333,110101100101100101000100110101
1336,3 4 5 8 10,12,36,4429824,199.10522798987412,48.06666666666667,110100000001110101000100010101
1337,0 3 4 5 8 10,16,44,5505024,243.93777968833615,59.73333333333334,000111011011110101000100011101
1338,1 3 4 5 8 10,16,44,5750784,246.017221230016,62.4,110010110001011111000100011101
1339,0 1 3 4 5 8 10,14,52,6825984,290.849772928478,74.06666666666666,000001101011011111000100010101
1340,2 3 4 5 8 10,15,41,5203968,228.28307660790918,56.466666666666676,110100001110110101001100010101
1341,0 2 3 4 5 8 10,15,49,6279168,273.1156283063712,68.13333333333333,000111010100110101001100011101
1342,1 2 3 4 5 8 10,19,49,6524928,275.19506984805105,70.8,110010111110011111001100011101
1343,0 1 2 3 4 5 8 10,13,57,7600128,320.0276215465131,82.46666666666665,000001100100011111001100010101
1344,6 8 10,10,18,2368512,100.93890835605694,25.700000000000003,110010000010000000101100110001
1345,0 6 8 10,10,26,3443712,145.77146005451897,37.36666666666667,000001011000000000101100111001
1346,1 6 8 10,16,26,3689472,147.8509015961988,40.03333333333333,110100110010101010101100111001
1347,0 1 6 8 10,14,34,4764672,192.68345329466086,51.699999999999996,000111101000101010101100110001
1348,2 6 8 10,11,23,3142656,130.11675697409203,34.1,110010001101000000100100110001
1349,0 2 6 8 10,11,31,4217856,174.94930867255405,45.76666666666667,000001010111000000100100111001
1350,1 2 6 8 10,17,31,4463616,177.0287502142339,48.43333333333333,110100111101101010100100111001
1351,0 1 2 6 8 10,15,39,5538816,221.86130191269592,60.1,000111100111101010100100110001
1352,3 6 8 10,12,28,3560448,155.5411876168756,38.63333333333333,000110000011111010100100010001
1353,0 3 6 8 10,16,36,4635648,200.37373931533764,50.300000000000004,110101011001111010100100011001
1354,1 3 6 8 10,10,36,4881408,202.4531808570175,52.96666666666666,000000110011010000100100011001
1355,0 1 3 6 8 10,12,44,5956608,247.28573255547948,64.63333333333333,110011101001010000100100010001
1356,2 3 6 8 10,13,33,4334592,184.71903623491067,47.03333333333334,000110001100111010101100010001
1357,0 2 3 6 8 10,17,41,5409792,229.5515879333727,58.699999999999996,110101010110111010101100011001
1358,1 2 3 6 8 10,11,41,5655552,231.63102947505254,61.36666666666667,000000111100010000101100011001
1359,0 1 2 3 6 8 10,13,49,6730752,276.4635811735145,73.03333333333332,110011100110010000101100010001
1360,4 6 8 10,16,26,3449856,145.60156101772358,37.43333333333333,011110000010001110101101110101
1361,0 4 6 8 10,18,34,4525056,190.4341127161856,49.1,101101011000001110101101111101
1362,1 4 6 8 10,16,34,4770816,192.51355425786545,51.76666666666667,011000110010100100101101111101
1363,0 1 4 6 8 10,16,42,5846016,237.34610595632748,63.43333333333333,101011101000100100101101110101
1364,2 4 6 8 10,17,31,4224000,174.77940963575867,45.833333333333336,011110001101001110100101110101
1365,0 2 4 6 8 10,19,39,5299200,219.6119613342207,57.49999999999999,101101010111001110100101111101
1366,1 2 4 6 8 10,17,39,5544960,221.69140287590054,60.166666666666664,011000111101100100100101111101
1367,0 1 2 4 6 8 10,17,47,6620160,266.5239545743625,71.83333333333333,101011100111100100100101110101
1368,3 4 6 8 10,14,36,4641792,200.20384027854223,50.36666666666667,101010000011110100100101010101
1369,0 3 4 6 8 10,16,44,5716992,245.03639197700429,62.03333333333334,011001011001110100100101011101
1370,1 3 4 6 8 10,18,44,5962752,247.11583351868413,64.69999999999999,101100110011011110100101011101
1371,0 1 3 4 6 8 10,18,52,7037952,291.9483852171461,76.36666666666666,011111101001011110100101010101
1372,2 3 4 6 8 10,15,41,5415936,229.3816888965773,58.76666666666667,101010001100110100101101010101
1373,0 2 3 4 6 8 10,17,49,6491136,274.2142405950393,70.43333333333332,011001010110110100101101011101
1374,1 2 3 4 6 8 10,19,49,6736896,276.29368213671916,73.1,101100111100011110101101011101
1375,0 1 2 3 4 6 8 10,19,57,7812096,321.12623383518115,84.76666666666665,011111100110011110101101010101
1376,5 6 8 10,13,23,3059712,129.71129186598387,33.2,011110000010000001101101110001
1377,0 5 6 8 10,15,31,4134912,174.54384356444587,44.86666666666667,101101011000000001101101111001
1378,1 5 6 8 10,17,31,4380672,176.6232851061257,47.53333333333334,011000110010101011101101111001
1379,0 1 5 6 8 10,17,39,5455872,221.45583680458773,59.199999999999996,101011101000101011101101110001
1380,2 5 6 8 10,14,28,3833856,158.88914048401892,41.6,011110001101000001100101110001
1381,0 2 5 6 8 10,16,36,4909056,203.72169218248095,53.26666666666667,101101010111000001100101111001
1382,1 2 5 6 8 10,18,36,5154816,205.8011337241608,55.93333333333333,011000111101101011100101111001
1383,0 1 2 5 6 8 10,18,44,6230016,250.63368542262285,67.6,101011100111101011100101110001
1384,3 5 6 8 10,15,33,4251648,184.31357112680251,46.13333333333333,101010000011111011100101010001
1385,0 3 5 6 8 10,17,41,5326848,229.14612282526454,57.800000000000004,011001011001111011100101011001
1386,1 3 5 6 8 10,15,41,5572608,231.22556436694438,60.46666666666666,101100110011010001100101011001
1387,0 1 3 5 6 8 10,15,49,6647808,276.05811606540635,72.13333333333333,011111101001010001100101010001
1388,2 3 5 6 8 10,16,38,5025792,213.4914197448376,54.53333333333334,101010001100111011101101010001
1389,0 2 3 5 6 8 10,18,46,6100992,258.32397144329957,66.19999999999999,011001010110111011101101011001
1390,1 2 3 5 6 8 10,16,46,6346752,260.4034129849794,68.86666666666666,101100111100010001101101011001
1391,0 1 2 3 5 6 8 10,16,54,7421952,305.2359646834414,80.53333333333332,011111100110010001101101010001
1392,4 5 6 8 10,15,31,4141056,174.3739445276505,44.93333333333334,110010000010001111101100110101
1393,0 4 5 6 8 10,15,39,5216256,219.20649622611253,56.6,000001011000001111101100111101
1394,1 4 5 6 8 10,17,39,5462016,221.28593776779238,59.26666666666666,110100110010100101101100111101
1395,0 1 4 5 6 8 10,15,47,6537216,266.11848946625435,70.93333333333332,000111101000100101101100110101
1396,2 4 5 6 8 10,16,36,4915200,203.5517931456856,53.333333333333336,110010001101001111100100110101
1397,0 2 4 5 6 8 10,16,44,5990400,248.3843448441476,64.99999999999999,000001010111001111100100111101
1398,1 2 4 5 6 8 10,18,44,6236160,250.46378638582743,67.66666666666666,110100111101100101100100111101
1399,0 1 2 4 5 6 8 10,16,52,7311360,295.2963380842894,79.33333333333333,000111100111100101100100110101
1400,3 4 5 6 8 10,13,41,5332992,228.97622378846913,57.86666666666667,000110000011110101100100010101
1401,0 3 4 5 6 8 10,17,49,6408192,273.80877548693115,69.53333333333333,110101011001110101100100011101
1402,1 3 4 5 6 8 10,15,49,6653952,275.888217028611,72.19999999999999,000000110011011111100100011101
1403,0 1 3 4 5 6 8 10,17,57,7729152,320.720768727073,83.86666666666666,110011101001011111100100010101
1404,2 3 4 5 6 8 10,14,46,6107136,258.15407240650416,66.26666666666667,000110001100110101101100010101
1405,0 2 3 4 5 6 8 10,18,54,7182336,302.9866241049662,77.93333333333332,110101010110110101101100011101
1406,1 2 3 4 5 6 8 10,16,54,7428096,305.0660656466461,80.6,000000111100011111101100011101
1407,0 1 2 3 4 5 6 8 10,18,62,8503296,349.8986173451081,92.26666666666665,110011100110011111101100010101
1408,7 8 10,10,18,2534400,101.51427250096052,27.5,000110000000000010011100111001
1409,0 7 8 10,14,26,3609600,146.34682419942254,39.166666666666664,110101011010000010011100110001
1410,1 7 8 10,10,26,3855360,148.42626574110238,41.833333333333336,000000110000101000011100110001
1411,0 1 7 8 10,16,34,4930560,193.2588174395644,53.50000000000001,110011101010101000011100111001
1412,2 7 8 10,13,23,3308544,130.69212111899557,35.9,000110001111000010010100111001
1413,0 2 7 8 10,13,31,4383744,175.5246728174576,47.56666666666667,110101010101000010010100110001
1414,1 2 7 8 10,13,31,4629504,177.60411435913744,50.23333333333334,000000111111101000010100110001
1415,0 1 2 7 8 10,15,39,5704704,222.43666605759947,61.9,110011100101101000010100111001
1416,3 7 8 10,12,28,3726336,156.11655176177916,40.43333333333333,110010000001111000010100011001
1417,0 3 7 8 10,12,36,4801536,200.9491034602412,52.1,000001011011111000010100010001
1418,1 3 7 8 10,12,36,5047296,203.02854500192103,54.76666666666667,110100110001010010010100010001
1419,0 1 3 7 8 10,14,44,6122496,247.86109670038306,66.43333333333334,000111101011010010010100011001
1420,2 3 7 8 10,15,33,4500480,185.29440037981425,48.833333333333336,110010001110111000011100011001
1421,0 2 3 7 8 10,11,41,5575680,230.12695207827628,60.50000000000001,000001010100111000011100010001
1422,1 2 3 7 8 10,15,41,5821440,232.20639361995612,63.16666666666668,110100111110010010011100010001
1423,0 1 2 3 7 8 10,13,49,6896640,277.0389453184181,74.83333333333333,000111100100010010011100011001
1424,4 7 8 10,14,26,3615744,146.17692516262716,39.233333333333334,101010000000001100011101111101
1425,0 4 7 8 10,16,34,4690944,191.00947686108918,50.9,011001011010001100011101110101
1426,1 4 7 8 10,16,34,4936704,193.08891840276902,53.56666666666667,101100110000100110011101110101
1427,0 1 4 7 8 10,20,42,6011904,237.92147010123105,65.23333333333333,011111101010100110011101111101
1428,2 4 7 8 10,17,31,4389888,175.35477378066224,47.63333333333333,101010001111001100010101111101
1429,0 2 4 7 8 10,15,39,5465088,220.18732547912427,59.300000000000004,011001010101001100010101110101
1430,1 2 4 7 8 10,19,39,5710848,222.2667670208041,61.966666666666676,101100111111100110010101110101
1431,0 1 2 4 7 8 10,19,47,6786048,267.0993187192661,73.63333333333333,011111100101100110010101111101
1432,3 4 7 8 10,16,36,4807680,200.7792044234458,52.166666666666664,011110000001110110010101011101
1433,0 3 4 7 8 10,18,44,5882880,245.61175612190783,63.833333333333336,101101011011110110010101010101
1434,1 3 4 7 8 10,14,44,6128640,247.69119766358767,66.5,011000110001011100010101010101
1435,0 1 3 4 7 8 10,18,52,7203840,292.52374936204967,78.16666666666667,101011101011011100010101011101
1436,2 3 4 7 8 10,19,41,5581824,229.95705304148086,60.56666666666667,011110001110110110011101011101
1437,0 2 3 4 7 8 10,17,49,6657024,274.7896047399429,72.23333333333333,101101010100110110011101010101
1438,1 2 3 4 7 8 10,17,49,6902784,276.86904628162273,74.9,011000111110011100011101010101
1439,0 1 2 3 4 7 8 10,17,57,7977984,321.7015979800847,86.56666666666665,101011100100011100011101011101
1440,5 7 8 10,13,23,3225600,130.2866560108874,35.0,101010000000000011011101111001
1441,0 5 7 8 10,15,31,4300800,175.11920770934944,46.666666666666664,011001011010000011011101110001
1442,1 5 7 8 10,15,31,4546560,177.19864925102928,49.333333333333336,101100110000101001011101110001
1443,0 1 5 7 8 10,19,39,5621760,222.0312009494913,61.00000000000001,011111101010101001011101111001
1444,2 5 7 8 10,16,28,3999744,159.4645046289225,43.4,101010001111000011010101111001
1445,0 2 5 7 8 10,14,36,5074944,204.29705632738452,55.06666666666667,011001010101000011010101110001
1446,1 2 5 7 8 10,18,36,5320704,206.37649786906437,57.73333333333334,101100111111101001010101110001
1447,0 1 2 5 7 8 10,18,44,6395904,251.2090495675264,69.39999999999999,011111100101101001010101111001
1448,3 5 7 8 10,15,33,4417536,184.88893527170606,47.93333333333333,011110000001111001010101011001
1449,0 3 5 7 8 10,17,41,5492736,229.7214869701681,59.6,101101011011111001010101010001
1450,1 3 5 7 8 10,13,41,5738496,231.80092851184793,62.26666666666667,011000110001010011010101010001
1451,0 1 3 5 7 8 10,17,49,6813696,276.6334802103099,73.93333333333334,101011101011010011010101011001
1452,2 3 5 7 8 10,18,38,5191680,214.06678388974115,56.333333333333336,011110001110111001011101011001
1453,0 2 3 5 7 8 10,16,46,6266880,258.89933558820314,68.0,101101010100111001011101010001
1454,1 2 3 5 7 8 10,16,46,6512640,260.978777129883,70.66666666666667,011000111110010011011101010001
1455,0 1 2 3 5 7 8 10,16,54,7587840,305.811328828345,82.33333333333331,101011100100010011011101011001
1456,4 5 7 8 10,13,31,4306944,174.94930867255405,46.73333333333334,000110000000001101011100111101
1457,0 4 5 7 8 10,17,39,5382144,219.78186037101608,58.4,110101011010001101011100110101
1458,1 4 5 7 8 10,13,39,5627904,221.86130191269592,61.06666666666667,000000110000100111011100110101
1459,0 1 4 5 7 8 10,19,47,6703104,266.6938536111579,72.73333333333333,110011101010100111011100111101
1460,2 4 5 7 8 10,16,36,5081088,204.12715729058914,55.13333333333333,000110001111001101010100111101
1461,0 2 4 5 7 8 10,16,44,6156288,248.95970898905117,66.8,110101010101001101010100110101
1462,1 2 4 5 7 8 10,16,44,6402048,251.039150530731,69.46666666666667,000000111111100111010100110101
1463,0 1 2 4 5 7 8 10,18,52,7477248,295.871702229193,81.13333333333333,110011100101100111010100111101
1464,3 4 5 7 8 10,15,41,5498880,229.5515879333727,59.666666666666664,110010000001110111010100011101
1465,0 3 4 5 7 8 10,15,49,6574080,274.3841396318347,71.33333333333333,000001011011110111010100010101
1466,1 3 4 5 7 8 10,15,49,6819840,276.46358117351457,74.0,110100110001011101010100010101
1467,0 1 3 4 5 7 8 10,17,57,7895040,321.29613287197657,85.66666666666666,000111101011011101010100011101
1468,2 3 4 5 7 8 10,18,46,6273024,258.72943655140773,68.06666666666666,110010001110110111011100011101
1469,0 2 3 4 5 7 8 10,14,54,7348224,303.5619882498698,79.73333333333333,000001010100110111011100010101
1470,1 2 3 4 5 7 8 10,18,54,7593984,305.6414297915497,82.39999999999999,110100111110011101011100010101
1471,0 1 2 3 4 5 7 8 10,16,62,8669184,350.4739814900117,94.06666666666665,000111100100011101011100011101
1472,6 7 8 10,13,23,3437568,131.38526829955552,37.3,110100000010000010111100111001
1473,0 6 7 8 10,13,31,4512768,176.21781999801755,48.966666666666676,000111011000000010111100110001
1474,1 6 7 8 10,15,31,4758528,178.2972615396974,51.63333333333333,110010110010101000111100110001
1475,0 1 6 7 8 10,13,39,5833728,223.12981323815941,63.300000000000004,000001101000101000111100111001
1476,2 6 7 8 10,14,28,4211712,160.5631169175906,45.70000000000001,110100001101000010110100111001
1477,0 2 6 7 8 10,14,36,5286912,205.39566861605263,57.36666666666667,000111010111000010110100110001
1478,1 2 6 7 8 10,16,36,5532672,207.47511015773247,60.03333333333334,110010111101101000110100110001
1479,0 1 2 6 7 8 10,14,44,6607872,252.3076618561945,71.7,000001100111101000110100111001
1480,3 6 7 8 10,11,33,4629504,185.9875475603742,50.23333333333334,000000000011111000110100011001
1481,0 3 6 7 8 10,15,41,5704704,230.82009925883622,61.90000000000001,110011011001111000110100010001
1482,1 3 6 7 8 10,13,41,5950464,232.89954080051606,64.56666666666666,000110110011010010110100010001
1483,0 1 3 6 7 8 10,15,49,7025664,277.73209249897803,76.23333333333333,110101101001010010110100011001
1484,2 3 6 7 8 10,12,38,5403648,215.16539617840925,58.63333333333333,000000001100111000111100011001
1485,0 2 3 6 7 8 10,16,46,6478848,259.99794787687125,70.3,110011010110111000111100010001
1486,1 2 3 6 7 8 10,14,46,6724608,262.0773894185511,72.96666666666667,000110111100010010111100010001
1487,0 1 2 3 6 7 8 10,16,54,7799808,306.90994111701315,84.63333333333331,110101100110010010111100011001
1488,4 6 7 8 10,15,31,4518912,176.0479209612222,49.03333333333334,011000000010001100111101111101
1489,0 4 6 7 8 10,17,39,5594112,220.88047265968422,60.70000000000001,101011011000001100111101110101
1490,1 4 6 7 8 10,19,39,5839872,222.95991420136406,63.36666666666667,011110110010100110111101110101
1491,0 1 4 6 7 8 10,19,47,6915072,267.792465899826,75.03333333333333,101101101000100110111101111101
1492,2 4 6 7 8 10,16,36,5293056,205.22576957925725,57.43333333333333,011000001101001100110101111101
1493,0 2 4 6 7 8 10,18,44,6368256,250.05832127771927,69.1,101011010111001100110101110101
1494,1 2 4 6 7 8 10,20,44,6614016,252.13776281939911,71.76666666666667,011110111101100110110101110101
1495,0 1 2 4 6 7 8 10,20,52,7689216,296.9703145178611,83.43333333333332,101101100111100110110101111101
1496,3 4 6 7 8 10,17,41,5710848,230.6502002220408,61.966666666666676,101100000011110110110101011101
