mask,basis_cycle_ids,residue_edge_weight,total_basis_length,total_optical_action,total_connection_log_action,total_entropy_proxy,incidence_vector_mod2
1029,0 2 10,11,21,2939904,118.26758787005556,31.9,101011010100000000000010111001
1030,1 2 10,17,21,3185664,120.3470294117354,34.56666666666667,011110111110101010000010111001
1031,0 1 2 10,13,29,4260864,165.17958111019743,46.233333333333334,101101100100101010000010110001
1032,3 10,10,18,2282496,98.85946681437713,24.766666666666666,101100000000111010000010010001
1033,0 3 10,16,26,3357696,143.69201851283916,36.43333333333334,011111011010111010000010011001
1034,1 3 10,10,26,3603456,145.771460054519,39.1,101010110000010000000010011001
1035,0 1 3 10,10,34,4678656,190.60401175298102,50.76666666666667,011001101010010000000010010001
1036,2 3 10,15,23,3056640,128.03731543241219,33.16666666666667,101100001111111010001010010001
1037,0 2 3 10,17,31,4131840,172.86986713087424,44.833333333333336,011111010101111010001010011001
1038,1 2 3 10,15,31,4377600,174.94930867255408,47.50000000000001,101010111111010000001010011001
1039,0 1 2 3 10,11,39,5452800,219.78186037101608,59.166666666666664,011001100101010000001010010001
1040,4 10,14,16,2171904,88.91984021522512,23.566666666666666,110100000001001110001011110101
1041,0 4 10,18,24,3247104,133.75239191368715,35.233333333333334,000111011011001110001011111101
1042,1 4 10,16,24,3492864,135.831833455367,37.9,110010110001100100001011111101
1043,0 1 4 10,14,32,4568064,180.66438515382902,49.56666666666667,000001101011100100001011110101
1044,2 4 10,15,21,2946048,118.09768883326018,31.96666666666667,110100001110001110000011110101
1045,0 2 4 10,15,29,4021248,162.9302405317222,43.63333333333333,000111010100001110000011111101
1046,1 2 4 10,17,29,4267008,165.00968207340205,46.300000000000004,110010111110100100000011111101
1047,0 1 2 4 10,11,37,5342208,209.84223377186407,57.96666666666667,000001100100100100000011110101
1048,3 4 10,8,26,3363840,143.52211947604377,36.5,000000000000110100000011010101
1049,0 3 4 10,16,34,4439040,188.3546711745058,48.16666666666667,110011011010110100000011011101
1050,1 3 4 10,14,34,4684800,190.43411271618564,50.833333333333336,000110110000011110000011011101
1051,0 1 3 4 10,16,42,5760000,235.26666441464766,62.50000000000001,110101101010011110000011010101
1052,2 3 4 10,13,31,4137984,172.69996809407883,44.900000000000006,000000001111110100001011010101
1053,0 2 3 4 10,17,39,5213184,217.53251979254088,56.56666666666667,110011010101110100001011011101
1054,1 2 3 4 10,19,39,5458944,219.61196133422072,59.23333333333334,000110111111011110001011011101
1055,0 1 2 3 4 10,17,47,6534144,264.4445130326827,70.89999999999999,110101100101011110001011010101
1056,5 10,11,13,1781760,73.02957106348538,19.333333333333336,110100000001000001001011110001
1057,0 5 10,15,21,2856960,117.8621227619474,31.0,000111011011000001001011111001
1058,1 5 10,17,21,3102720,119.94156430362725,33.66666666666667,110010110001101011001011111001
1059,0 1 5 10,15,29,4177920,164.77411600208927,45.333333333333336,000001101011101011001011110001
1060,2 5 10,12,18,2555904,102.20741968152045,27.733333333333334,110100001110000001000011110001
1061,0 2 5 10,12,26,3631104,147.0399713799825,39.4,000111010100000001000011111001
1062,1 2 5 10,18,26,3876864,149.11941292166233,42.06666666666667,110010111110101011000011111001
1063,0 1 2 5 10,12,34,4952064,193.95196462012436,53.733333333333334,000001100100101011000011110001
1064,3 5 10,9,23,2973696,127.63185032430403,32.266666666666666,000000000000111011000011010001
1065,0 3 5 10,17,31,4048896,172.46440202276605,43.93333333333334,110011011010111011000011011001
1066,1 3 5 10,11,31,4294656,174.5438435644459,46.6,000110110000010001000011011001
1067,0 1 3 5 10,13,39,5369856,219.37639526290792,58.26666666666667,110101101010010001000011010001
1068,2 3 5 10,14,28,3747840,156.8096989423391,40.66666666666667,000000001111111011001011010001
1069,0 2 3 5 10,18,36,4823040,201.64225064080114,52.333333333333336,110011010101111011001011011001
1070,1 2 3 5 10,16,36,5068800,203.72169218248098,55.00000000000001,000110111111010001001011011001
1071,0 1 2 3 5 10,14,44,6144000,248.55424388094298,66.66666666666666,110101100101010001001011010001
1072,4 5 10,13,21,2863104,117.69222372515202,31.06666666666667,011000000001001111001010110101
1073,0 4 5 10,19,29,3938304,162.52477542361405,42.733333333333334,101011011011001111001010111101
1074,1 4 5 10,17,29,4184064,164.6042169652939,45.4,011110110001100101001010111101
1075,0 1 4 5 10,17,37,5259264,209.4367686637559,57.06666666666667,101101101011100101001010110101
1076,2 4 5 10,14,26,3637248,146.8700723431871,39.46666666666667,011000001110001111000010110101
1077,0 2 4 5 10,16,34,4712448,191.70262404164913,51.13333333333333,101011010100001111000010111101
1078,1 2 4 5 10,18,34,4958208,193.78206558332897,53.800000000000004,011110111110100101000010111101
1079,0 1 2 4 5 10,14,42,6033408,238.61461728179097,65.46666666666667,101101100100100101000010110101
1080,3 4 5 10,11,31,4055040,172.29450298597067,44.0,101100000000110101000010010101
1081,0 3 4 5 10,17,39,5130240,217.1270546844327,55.66666666666667,011111011010110101000010011101
1082,1 3 4 5 10,15,39,5376000,219.20649622611253,58.333333333333336,101010110000011111000010011101
1083,0 1 3 4 5 10,15,47,6451200,264.03904792457456,70.0,011001101010011111000010010101
1084,2 3 4 5 10,16,36,4829184,201.47235160400572,52.400000000000006,101100001111110101001010010101
1085,0 2 3 4 5 10,18,44,5904384,246.30490330246778,64.06666666666666,011111010101110101001010011101
1086,1 2 3 4 5 10,20,44,6150144,248.38434484414762,66.73333333333333,101010111111011111001010011101
1087,0 1 2 3 4 5 10,16,52,7225344,293.2168965426096,78.39999999999999,011001100101011111001010010101
1088,6 10,11,13,1993728,74.12818335215348,21.633333333333333,101010000011000000101010110001
1089,0 6 10,13,21,3068928,118.96073505061551,33.300000000000004,011001011001000000101010111001
1090,1 6 10,17,21,3314688,121.04017659229535,35.96666666666667,101100110011101010101010111001
1091,0 1 6 10,17,29,4389888,165.87272829075738,47.63333333333333,011111101001101010101010110001
1092,2 6 10,10,18,2767872,103.30603197018857,30.03333333333334,101010001100000000100010110001
1093,0 2 6 10,12,26,3843072,148.1385836686506,41.7,011001010110000000100010111001
1094,1 2 6 10,16,26,4088832,150.21802521033044,44.36666666666667,101100111100101010100010111001
1095,0 1 2 6 10,16,34,5164032,195.05057690879246,56.03333333333334,011111100110101010100010110001
1096,3 6 10,13,23,3185664,128.73046261297213,34.56666666666667,011110000010111010100010010001
1097,0 3 6 10,15,31,4260864,173.5630143114342,46.23333333333334,101101011000111010100010011001
1098,1 3 6 10,11,31,4506624,175.64245585311403,48.9,011000110010010000100010011001
1099,0 1 3 6 10,11,39,5581824,220.47500755157603,60.56666666666667,101011101000010000100010010001
1100,2 3 6 10,16,28,3959808,157.90831123100722,42.96666666666667,011110001101111010101010010001
1101,0 2 3 6 10,18,36,5035008,202.74086292946924,54.63333333333333,101101010111111010101010011001
1102,1 2 3 6 10,14,36,5280768,204.8203044711491,57.300000000000004,011000111101010000101010011001
1103,0 1 2 3 6 10,14,44,6355968,249.65285616961108,68.96666666666665,101011100111010000101010010001
1104,4 6 10,15,21,3075072,118.79083601382013,33.36666666666667,000110000011001110101011110101
1105,0 4 6 10,19,29,4150272,163.62338771228215,45.03333333333334,110101011001001110101011111101
1106,1 4 6 10,15,29,4396032,165.702829253962,47.7,000000110011100100101011111101
1107,0 1 4 6 10,17,37,5471232,210.53538095242402,59.36666666666667,110011101001100100101011110101
1108,2 4 6 10,14,26,3849216,147.9686846318552,41.766666666666666,000110001100001110100011110101
1109,0 2 4 6 10,18,34,4924416,192.80123633031724,53.43333333333333,110101010110001110100011111101
1110,1 2 4 6 10,14,34,5170176,194.88067787199708,56.1,000000111100100100100011111101
1111,0 1 2 4 6 10,16,42,6245376,239.71322957045908,67.76666666666667,110011100110100100100011110101
1112,3 4 6 10,13,31,4267008,173.39311527463877,46.300000000000004,110010000010110100100011010101
1113,0 3 4 6 10,13,39,5342208,218.22566697310083,57.966666666666676,000001011000110100100011011101
1114,1 3 4 6 10,17,39,5587968,220.30510851478067,60.63333333333333,110100110010011110100011011101
1115,0 1 3 4 6 10,15,47,6663168,265.13766021324267,72.3,000111101000011110100011010101
1116,2 3 4 6 10,16,36,5041152,202.57096389267383,54.70000000000001,110010001101110100101011010101
1117,0 2 3 4 6 10,16,44,6116352,247.40351559113589,66.36666666666666,000001010111110100101011011101
1118,1 2 3 4 6 10,20,44,6362112,249.48295713281573,69.03333333333333,110100111101011110101011011101
1119,0 1 2 3 4 6 10,18,52,7437312,294.3155088312777,80.69999999999999,000111100111011110101011010101
1120,5 6 10,12,18,2684928,102.9005668620804,29.133333333333333,000110000011000001101011110001
1121,0 5 6 10,16,26,3760128,147.7331185605424,40.8,110101011001000001101011111001
1122,1 5 6 10,16,26,4005888,149.81256010222225,43.46666666666667,000000110011101011101011111001
1123,0 1 5 6 10,18,34,5081088,194.64511180068428,55.13333333333333,110011101001101011101011110001
1124,2 5 6 10,11,23,3459072,132.07841548011547,37.53333333333334,000110001100000001100011110001
1125,0 2 5 6 10,15,31,4534272,176.9109671785775,49.2,110101010110000001100011111001
1126,1 2 5 6 10,15,31,4780032,178.99040872025734,51.86666666666667,000000111100101011100011111001
1127,0 1 2 5 6 10,17,39,5855232,223.8229604187194,63.53333333333334,110011100110101011100011110001
1128,3 5 6 10,14,28,3876864,157.50284612289903,42.06666666666667,110010000010111011100011010001
1129,0 3 5 6 10,14,36,4952064,202.33539782136108,53.73333333333334,000001011000111011100011011001
1130,1 3 5 6 10,14,36,5197824,204.41483936304093,56.4,110100110010010001100011011001
1131,0 1 3 5 6 10,12,44,6273024,249.24739106150292,68.06666666666666,000111101000010001100011010001
1132,2 3 5 6 10,17,33,4651008,186.68069474093414,50.466666666666676,110010001101111011101011010001
1133,0 2 3 5 6 10,17,41,5726208,231.51324643939614,62.13333333333333,000001010111111011101011011001
1134,1 2 3 5 6 10,17,41,5971968,233.59268798107598,64.8,110100111101010001101011011001
1135,0 1 2 3 5 6 10,15,49,7047168,278.425239679538,76.46666666666665,000111100111010001101011010001
1136,4 5 6 10,16,26,3766272,147.56321952374702,40.86666666666667,101010000011001111101010110101
1137,0 4 5 6 10,18,34,4841472,192.39577122220908,52.53333333333334,011001011001001111101010111101
1138,1 4 5 6 10,18,34,5087232,194.47521276388892,55.199999999999996,101100110011100101101010111101
1139,0 1 4 5 6 10,18,42,6162432,239.30776446235092,66.86666666666666,011111101001100101101010110101
1140,2 4 5 6 10,15,31,4540416,176.74106814178214,49.26666666666667,101010001100001111100010110101
1141,0 2 4 5 6 10,17,39,5615616,221.57361984024413,60.93333333333333,011001010110001111100010111101
1142,1 2 4 5 6 10,17,39,5861376,223.65306138192398,63.6,101100111100100101100010111101
1143,0 1 2 4 5 6 10,17,47,6936576,268.485613080386,75.26666666666667,011111100110100101100010110101
1144,3 4 5 6 10,14,36,4958208,202.16549878456567,53.800000000000004,011110000010110101100010010101
1145,0 3 4 5 6 10,16,44,6033408,246.99805048302773,65.46666666666667,101101011000110101100010011101
1146,1 3 4 5 6 10,16,44,6279168,249.07749202470757,68.13333333333333,011000110010011111100010011101
1147,0 1 3 4 5 6 10,16,52,7354368,293.91004372316957,79.8,101011101000011111100010010101
1148,2 3 4 5 6 10,17,41,5732352,231.34334740260073,62.20000000000001,011110001101110101101010010101
1149,0 2 3 4 5 6 10,19,49,6807552,276.1758991010628,73.86666666666666,101101010111110101101010011101
1150,1 2 3 4 5 6 10,19,49,7053312,278.2553406427426,76.53333333333333,011000111101011111101010011101
1151,0 1 2 3 4 5 6 10,19,57,8128512,323.0878923412046,88.19999999999999,101011100111011111101010010101
1152,7 10,13,13,2159616,74.70354749705706,23.433333333333334,011110000001000010011010111001
1153,0 7 10,15,21,3234816,119.53609919551909,35.1,101101011011000010011010110001
1154,1 7 10,13,21,3480576,121.61554073719893,37.766666666666666,011000110001101000011010110001
1155,0 1 7 10,17,29,4555776,166.44809243566095,49.43333333333334,101011101011101000011010111001
1156,2 7 10,14,18,2933760,103.88139611509212,31.833333333333336,011110001110000010010010111001
1157,0 2 7 10,12,26,4008960,148.71394781355414,43.5,101101010100000010010010110001
1158,1 2 7 10,14,26,4254720,150.79338935523398,46.16666666666667,011000111110101000010010110001
1159,0 1 2 7 10,14,34,5329920,195.625941053696,57.833333333333336,101011100100101000010010111001
1160,3 7 10,11,23,3351552,129.3058267578757,36.36666666666667,101010000000111000010010011001
1161,0 3 7 10,13,31,4426752,174.13837845633773,48.03333333333334,011001011010111000010010010001
1162,1 3 7 10,11,31,4672512,176.21781999801757,50.7,101100110000010010010010010001
1163,0 1 3 7 10,15,39,5747712,221.0503716964796,62.366666666666674,011111101010010010010010011001
1164,2 3 7 10,16,28,4125696,158.48367537591076,44.76666666666667,101010001111111000011010011001
1165,0 2 3 7 10,14,36,5200896,203.31622707437282,56.43333333333334,011001010101111000011010010001
1166,1 2 3 7 10,16,36,5446656,205.39566861605266,59.10000000000001,101100111111010010011010010001
1167,0 1 2 3 7 10,16,44,6521856,250.22822031451466,70.76666666666667,011111100101010010011010011001
1168,4 7 10,15,21,3240960,119.3662001587237,35.166666666666664,110010000001001100011011111101
1169,0 4 7 10,15,29,4316160,164.19875185718573,46.833333333333336,000001011011001100011011110101
1170,1 4 7 10,17,29,4561920,166.27819339886557,49.5,110100110001100110011011110101
1171,0 1 4 7 10,19,37,5637120,211.1107450973276,61.16666666666667,000111101011100110011011111101
1172,2 4 7 10,16,26,4015104,148.54404877675876,43.56666666666667,110010001110001100010011111101
1173,0 2 4 7 10,12,34,5090304,193.3766004752208,55.233333333333334,000001010100001100010011110101
1174,1 2 4 7 10,18,34,5336064,195.45604201690065,57.900000000000006,110100111110100110010011110101
1175,0 1 2 4 7 10,16,42,6411264,240.28859371536265,69.56666666666666,000111100100100110010011111101
1176,3 4 7 10,13,31,4432896,173.96847941954235,48.1,000110000000110110010011011101
1177,0 3 4 7 10,17,39,5508096,218.80103111800437,59.76666666666667,110101011010110110010011010101
1178,1 3 4 7 10,11,39,5753856,220.88047265968422,62.43333333333334,000000110000011100010011010101
1179,0 1 3 4 7 10,17,47,6829056,265.71302435814624,74.10000000000001,110011101010011100010011011101
1180,2 3 4 7 10,18,36,5207040,203.1463280375774,56.50000000000001,000110001111110110011011011101
1181,0 2 3 4 7 10,18,44,6282240,247.97887973603946,68.16666666666667,110101010101110110011011010101
1182,1 2 3 4 7 10,16,44,6528000,250.0583212777193,70.83333333333334,000000111111011100011011010101
1183,0 1 2 3 4 7 10,18,52,7603200,294.8908729761813,82.49999999999999,110011100101011100011011011101
1184,5 7 10,14,18,2850816,103.47593100698396,30.933333333333337,110010000001000011011011111001
1185,0 5 7 10,14,26,3926016,148.30848270544598,42.6,000001011011000011011011110001
1186,1 5 7 10,16,26,4171776,150.38792424712582,45.26666666666667,110100110001101001011011110001
1187,0 1 5 7 10,18,34,5246976,195.22047594558785,56.93333333333334,000111101011101001011011111001
1188,2 5 7 10,15,23,3624960,132.65377962501904,39.333333333333336,110010001110000011010011111001
1189,0 2 5 7 10,11,31,4700160,177.48633132348107,51.0,000001010100000011010011110001
1190,1 2 5 7 10,17,31,4945920,179.5657728651609,53.66666666666667,110100111110101001010011110001
1191,0 1 2 5 7 10,15,39,6021120,224.39832456362294,65.33333333333333,000111100100101001010011111001
1192,3 5 7 10,12,28,4042752,158.0782102678026,43.86666666666667,000110000000111001010011011001
1193,0 3 5 7 10,16,36,5117952,202.91076196626463,55.53333333333334,110101011010111001010011010001
1194,1 3 5 7 10,10,36,5363712,204.99020350794447,58.2,000000110000010011010011010001
1195,0 1 3 5 7 10,16,44,6438912,249.8227552064065,69.86666666666667,110011101010010011010011011001
1196,2 3 5 7 10,17,33,4816896,187.2560588858377,52.26666666666667,000110001111111001011011011001
1197,0 2 3 5 7 10,17,41,5892096,232.08861058429972,63.93333333333334,110101010101111001011011010001
1198,1 2 3 5 7 10,15,41,6137856,234.16805212597956,66.60000000000001,000000111111010011011011010001
1199,0 1 2 3 5 7 10,17,49,7213056,279.00060382444155,78.26666666666665,110011100101010011011011011001
1200,4 5 7 10,16,26,3932160,148.1385836686506,42.66666666666667,011110000001001101011010111101
1201,0 4 5 7 10,18,34,5007360,192.97113536711262,54.333333333333336,101101011011001101011010110101
1202,1 4 5 7 10,16,34,5253120,195.05057690879246,57.0,011000110001100111011010110101
1203,0 1 4 5 7 10,20,42,6328320,239.8831286072545,68.66666666666667,101011101011100111011010111101
1204,2 4 5 7 10,17,31,4706304,177.31643228668568,51.06666666666667,011110001110001101010010111101
1205,0 2 4 5 7 10,15,39,5781504,222.1489839851477,62.733333333333334,101101010100001101010010110101
1206,1 2 4 5 7 10,17,39,6027264,224.22842552682755,65.4,011000111110100111010010110101
1207,0 1 2 4 5 7 10,17,47,7102464,269.06097722528955,77.06666666666666,101011100100100111010010111101
1208,3 4 5 7 10,14,36,5124096,202.74086292946924,55.6,101010000000110111010010011101
1209,0 3 4 5 7 10,16,44,6199296,247.57341462793127,67.26666666666667,011001011010110111010010010101
1210,1 3 4 5 7 10,14,44,6445056,249.6528561696111,69.93333333333334,101100110000011101010010010101
1211,0 1 3 4 5 7 10,18,52,7520256,294.48540786807314,81.6,011111101010011101010010011101
1212,2 3 4 5 7 10,19,41,5898240,231.9187115475043,64.0,101010001111110111011010011101
1213,0 2 3 4 5 7 10,17,49,6973440,276.75126324596636,75.66666666666667,011001010101110111011010010101
1214,1 2 3 4 5 7 10,19,49,7219200,278.8307047876462,78.33333333333333,101100111111011101011010010101
1215,0 1 2 3 4 5 7 10,19,57,8294400,323.6632564861082,89.99999999999999,011111100101011101011010011101
1216,6 7 10,14,18,3062784,104.57454329565206,33.233333333333334,101100000011000010111010111001
1217,0 6 7 10,16,26,4137984,149.4070949941141,44.900000000000006,011111011001000010111010110001
1218,1 6 7 10,16,26,4383744,151.48653653579393,47.56666666666667,101010110011101000111010110001
1219,0 1 6 7 10,16,34,5458944,196.31908823425596,59.233333333333334,011001101001101000111010111001
1220,2 6 7 10,13,23,3836928,133.75239191368715,41.63333333333334,101100001100000010110010111001
1221,0 2 6 7 10,15,31,4912128,178.58494361214917,53.300000000000004,011111010110000010110010110001
1222,1 2 6 7 10,15,31,5157888,180.66438515382902,55.96666666666667,101010111100101000110010110001
1223,0 1 2 6 7 10,15,39,6233088,225.49693685229104,67.63333333333334,011001100110101000110010111001
1224,3 6 7 10,12,28,4254720,159.1768225564707,46.16666666666667,011000000010111000110010011001
1225,0 3 6 7 10,14,36,5329920,204.00937425493277,57.83333333333334,101011011000111000110010010001
1226,1 3 6 7 10,14,36,5575680,206.0888157966126,60.5,011110110010010010110010010001
1227,0 1 3 6 7 10,14,44,6650880,250.9213674950746,72.16666666666667,101101101000010010110010011001
1228,2 3 6 7 10,15,33,5028864,188.3546711745058,54.56666666666667,011000001101111000111010011001
1229,0 2 3 6 7 10,17,41,6104064,233.18722287296782,66.23333333333333,101011010111111000111010010001
1230,1 2 3 6 7 10,17,41,6349824,235.26666441464766,68.9,011110111101010010111010010001
1231,0 1 2 3 6 7 10,17,49,7425024,280.09921611310966,80.56666666666665,101101100111010010111010011001
1232,4 6 7 10,14,26,4144128,149.2371959573187,44.96666666666667,000000000011001100111011111101
1233,0 4 6 7 10,18,34,5219328,194.06974765578076,56.63333333333334,110011011001001100111011110101
1234,1 4 6 7 10,18,34,5465088,196.1491891974606,59.300000000000004,000110110011100110111011110101
1235,0 1 4 6 7 10,20,42,6540288,240.9817408959226,70.96666666666667,110101101001100110111011111101
1236,2 4 6 7 10,13,31,4918272,178.4150445753538,53.36666666666667,000000001100001100110011111101
1237,0 2 4 6 7 10,17,39,5993472,223.24759627381582,65.03333333333333,110011010110001100110011110101
1238,1 2 4 6 7 10,17,39,6239232,225.32703781549566,67.7,000110111100100110110011110101
1239,0 1 2 4 6 7 10,19,47,7314432,270.15958951395766,79.36666666666666,110101100110100110110011111101
1240,3 4 6 7 10,16,36,5336064,203.83947521813735,57.900000000000006,110100000010110110110011011101
1241,0 3 4 6 7 10,16,44,6411264,248.6720269165994,69.56666666666668,000111011000110110110011010101
1242,1 3 4 6 7 10,16,44,6657024,250.75146845827925,72.23333333333333,110010110010011100110011010101
1243,0 1 3 4 6 7 10,14,52,7732224,295.58402015674125,83.89999999999999,000001101000011100110011011101
1244,2 3 4 6 7 10,19,41,6110208,233.0173238361724,66.30000000000001,110100001101110110111011011101
1245,0 2 3 4 6 7 10,19,49,7185408,277.84987553463446,77.96666666666665,000111010111110110111011010101
1246,1 2 3 4 6 7 10,19,49,7431168,279.9293170763143,80.63333333333333,110010111101011100111011010101
1247,0 1 2 3 4 6 7 10,17,57,8506368,324.7618687747763,92.29999999999998,000001100111011100111011011101
1248,5 6 7 10,13,23,3753984,133.346926805579,40.733333333333334,000000000011000011111011111001
1249,0 5 6 7 10,17,31,4829184,178.17947850404101,52.4,110011011001000011111011110001
1250,1 5 6 7 10,17,31,5074944,180.25892004572086,55.06666666666667,000110110011101001111011110001
1251,0 1 5 6 7 10,19,39,6150144,225.09147174418285,66.73333333333333,110101101001101001111011111001
1252,2 5 6 7 10,12,28,4528128,162.52477542361405,49.13333333333334,000000001100000011110011111001
1253,0 2 5 6 7 10,16,36,5603328,207.35732712207607,60.800000000000004,110011010110000011110011110001
1254,1 2 5 6 7 10,16,36,5849088,209.4367686637559,63.46666666666667,000110111100101001110011110001
1255,0 1 2 5 6 7 10,18,44,6924288,254.26932036221797,75.13333333333334,110101100110101001110011111001
1256,3 5 6 7 10,15,33,4945920,187.9492060663976,53.66666666666667,110100000010111001110011011001
1257,0 3 5 6 7 10,15,41,6021120,232.78175776485966,65.33333333333334,000111011000111001110011010001
1258,1 3 5 6 7 10,15,41,6266880,234.8611993065395,68.0,110010110010010011110011010001
1259,0 1 3 5 6 7 10,13,49,7342080,279.6937510050015,79.66666666666666,000001101000010011110011011001
1260,2 3 5 6 7 10,18,38,5720064,217.12705468443272,62.06666666666668,110100001101111001111011011001
1261,0 2 3 5 6 7 10,18,46,6795264,261.9596063828947,73.73333333333333,000111010111111001111011010001
1262,1 2 3 5 6 7 10,18,46,7041024,264.03904792457456,76.39999999999999,110010111101010011111011010001
1263,0 1 2 3 5 6 7 10,16,54,8116224,308.87159962303656,88.06666666666665,000001100111010011111011011001
1264,4 5 6 7 10,17,31,4835328,178.0095794672456,52.46666666666667,101100000011001101111010111101
1265,0 4 5 6 7 10,19,39,5910528,222.84213116570766,64.13333333333334,011111011001001101111010110101
1266,1 4 5 6 7 10,19,39,6156288,224.9215727073875,66.8,101010110011100111111010110101
1267,0 1 4 5 6 7 10,19,47,7231488,269.7541244058495,78.46666666666665,011001101001100111111010111101
1268,2 4 5 6 7 10,16,36,5609472,207.18742808528071,60.866666666666674,101100001100001101110010111101
1269,0 2 4 5 6 7 10,18,44,6684672,252.0199797837427,72.53333333333333,011111010110001101110010110101
1270,1 2 4 5 6 7 10,18,44,6930432,254.09942132542255,75.2,101010111100100111110010110101
1271,0 1 2 4 5 6 7 10,18,52,8005632,298.93197302388455,86.86666666666666,011001100110100111110010111101
1272,3 4 5 6 7 10,15,41,6027264,232.61185872806425,65.4,011000000010110111110010011101
1273,0 3 4 5 6 7 10,17,49,7102464,277.4444104265263,77.06666666666666,101011011000110111110010010101
1274,1 3 4 5 6 7 10,17,49,7348224,279.52385196820615,79.73333333333332,011110110010011101110010010101
1275,0 1 3 4 5 6 7 10,17,57,8423424,324.35640366666814,91.39999999999999,101101101000011101110010011101
1276,2 3 4 5 6 7 10,18,46,6801408,261.7897073460993,73.80000000000001,011000001101110111111010011101
1277,0 2 3 4 5 6 7 10,20,54,7876608,306.62225904456136,85.46666666666665,101011010111110111111010010101
1278,1 2 3 4 5 6 7 10,20,54,8122368,308.7017005862412,88.13333333333333,011110111101011101111010010101
1279,0 1 2 3 4 5 6 7 10,20,62,9197568,353.5342522847032,99.79999999999998,101101100111011101111010011101
1280,8 10,5,13,1465344,71.06791255746194,15.9,000000000000000000001100110001
1281,0 8 10,13,21,2540544,115.90046425592396,27.566666666666666,110011011010000000001100111001
1282,1 8 10,13,21,2786304,117.9799057976038,30.233333333333334,000110110000101010001100111001
1283,0 1 8 10,15,29,3861504,162.81245749606583,41.9,110101101010101010001100110001
1284,2 8 10,8,18,2239488,100.245761175497,24.3,000000001111000000000100110001
1285,0 2 8 10,12,26,3314688,145.07831287395902,35.96666666666667,110011010101000000000100111001
1286,1 2 8 10,16,26,3560448,147.15775441563886,38.63333333333333,000110111111101010000100111001
1287,0 1 2 8 10,14,34,4635648,191.99030611410092,50.300000000000004,110101100101101010000100110001
1288,3 8 10,11,23,2657280,125.67019181828059,28.833333333333336,110100000001111010000100010001
1289,0 3 8 10,15,31,3732480,170.5027435167426,40.5,000111011011111010000100011001
1290,1 3 8 10,11,31,3978240,172.58218505842245,43.166666666666664,110010110001010000000100011001
1291,0 1 3 8 10,9,39,5053440,217.41473675688448,54.833333333333336,000001101011010000000100010001
1292,2 3 8 10,14,28,3431424,154.84804043631564,37.233333333333334,110100001110111010001100010001
1293,0 2 3 8 10,14,36,4506624,199.6805921347777,48.9,000111010100111010001100011001
1294,1 2 3 8 10,14,36,4752384,201.76003367645754,51.56666666666667,110010111110010000001100011001
1295,0 1 2 3 8 10,8,44,5827584,246.59258537491954,63.23333333333333,000001100100010000001100010001
1296,4 8 10,13,21,2546688,115.73056521912858,27.633333333333333,101100000000001110001101110101
1297,0 4 8 10,19,29,3621888,160.5631169175906,39.3,011111011010001110001101111101
1298,1 4 8 10,15,29,3867648,162.64255845927045,41.96666666666667,101010110000100100001101111101
1299,0 1 4 8 10,15,37,4942848,207.47511015773247,53.63333333333333,011001101010100100001101110101
1300,2 4 8 10,16,26,3320832,144.90841383716364,36.03333333333333,101100001111001110000101110101
1301,0 2 4 8 10,18,34,4396032,189.74096553562566,47.699999999999996,011111010101001110000101111101
1302,1 2 4 8 10,18,34,4641792,191.8204070773055,50.36666666666667,101010111111100100000101111101
1303,0 1 2 4 8 10,14,42,5716992,236.65295877576753,62.03333333333334,011001100101100100000101110101
1304,3 4 8 10,11,31,3738624,170.33284447994723,40.56666666666666,011000000001110100000101010101
1305,0 3 4 8 10,17,39,4813824,215.16539617840925,52.23333333333334,101011011011110100000101011101
1306,1 3 4 8 10,17,39,5059584,217.2448377200891,54.9,011110110001011110000101011101
1307,0 1 3 4 8 10,17,47,6134784,262.0773894185511,66.56666666666666,101101101011011110000101010101
1308,2 3 4 8 10,14,36,4512768,199.51069309798228,48.966666666666676,011000001110110100001101010101
1309,0 2 3 4 8 10,16,44,5587968,244.34324479644434,60.63333333333333,101011010100110100001101011101
1310,1 2 3 4 8 10,20,44,5833728,246.42268633812418,63.300000000000004,011110111110011110001101011101
1311,0 1 2 3 4 8 10,16,52,6908928,291.25523803658615,74.96666666666665,101101100100011110001101010101
1312,5 8 10,10,18,2156544,99.84029606738883,23.4,101100000000000001001101110001
1313,0 5 8 10,16,26,3231744,144.67284776585086,35.06666666666666,011111011010000001001101111001
1314,1 5 8 10,16,26,3477504,146.7522893075307,37.733333333333334,101010110000101011001101111001
1315,0 1 5 8 10,16,34,4552704,191.58484100599273,49.4,011001101010101011001101110001
1316,2 5 8 10,13,23,2930688,129.01814468542392,31.800000000000004,101100001111000001000101110001
1317,0 2 5 8 10,15,31,4005888,173.85069638388595,43.46666666666667,011111010101000001000101111001
1318,1 2 5 8 10,19,31,4251648,175.9301379255658,46.13333333333333,101010111111101011000101111001
1319,0 1 2 5 8 10,15,39,5326848,220.76268962402781,57.800000000000004,011001100101101011000101110001
1320,3 5 8 10,12,28,3348480,154.44257532820748,36.333333333333336,011000000001111011000101010001
1321,0 3 5 8 10,18,36,4423680,199.2751270266695,48.00000000000001,101011011011111011000101011001
1322,1 3 5 8 10,14,36,4669440,201.35456856834935,50.666666666666664,011110110001010001000101011001
