trim_candidate_id,edit_radius,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,trace_node_count,trace_node_0_id,trace_node_1_id,trace_node_2_id,trace_node_3_id,trace_node_4_id,trace_node_5_id,trace_node_6_id,trace_node_7_id,trace_node_8_id,trace_node_9_id,trace_node_10_id,trace_node_11_id,trace_node_12_id,trace_node_13_id,trace_node_14_id,trace_node_15_id,trace_node_16_id,trace_node_17_id,trace_node_18_id,trace_node_19_id,metric_gromov_delta_twice,trace_signature_total_variation,first_return_closed_path_count,closure_excess_abs_from_24,normalized_tail_template_count,template_excess_abs_from_6,template_lift_count_min,template_lift_count_max,four_lift_template_count,all_four_lift_flag,exact24_flag,six_template_flag,exact24_six_template_flag,exact24_six_all_four_flag,all_four_ge24_flag,best_all_four_ge24_flag,best_six_template_gap_flag,tail_entry_3_path_count,tail_entry_9_path_count,tail_entry_10_path_count,tail_entry_11_path_count,tail_entry_13_path_count,has_chord_31_28_flag,has_chord_50_34_flag
189,3,14,2,1,4,3,1,5,5,2,1,4,5,2,5,2,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,56,32,2,4,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
190,3,14,2,1,4,3,1,5,5,2,1,4,5,2,5,5,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,168,144,6,0,28,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
191,3,14,2,1,4,3,1,5,5,2,5,2,1,4,5,2,-1,-1,13,48,42,27,28,31,32,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,56,32,6,0,8,12,0,0,0,1,0,0,0,0,0,0,0,32,24,0,1,0
192,3,14,2,1,5,2,1,4,3,1,5,5,2,1,4,5,-1,-1,13,48,42,27,29,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,28,4,7,1,4,4,7,1,0,0,0,0,1,1,0,0,12,4,0,12,1,0
193,3,15,2,1,4,3,1,5,2,5,5,1,2,5,4,1,5,-1,11,48,42,27,28,31,32,29,45,35,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,219,24,0,2,4,12,12,0,0,1,0,0,0,0,0,0,24,0,0,0,0,1,0
194,3,15,2,1,4,3,1,5,2,5,5,1,2,5,4,4,5,-1,11,48,42,27,28,31,32,29,45,35,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,219,96,72,8,2,12,12,0,0,0,0,0,0,0,0,0,96,0,0,0,0,1,0
195,3,15,2,1,4,3,1,5,5,1,1,5,5,2,1,4,5,-1,14,48,42,27,28,31,32,35,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,219,252,228,7,1,36,36,0,0,0,0,0,0,0,0,0,0,108,36,0,108,1,0
196,3,15,2,1,4,3,1,5,5,2,1,4,5,2,1,4,5,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,84,60,3,3,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0
197,3,15,2,1,4,3,1,5,5,2,1,5,2,1,4,5,2,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,80,56,4,2,20,20,0,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0
198,3,15,2,1,4,3,1,5,5,2,2,5,2,1,4,5,2,-1,13,48,42,27,28,31,32,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,304,280,6,0,48,52,0,0,0,1,0,0,0,0,0,0,0,208,96,0,1,0
199,3,16,2,1,4,3,1,5,2,1,5,5,2,1,4,5,2,2,13,48,42,27,28,31,32,29,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,168,144,12,6,8,20,0,0,0,0,0,0,0,0,0,120,0,0,48,0,1,0
200,3,16,2,1,4,3,1,5,2,1,5,5,2,1,4,5,2,5,13,48,42,27,28,31,32,29,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,56,32,4,2,8,20,0,0,0,0,0,0,0,0,0,40,0,0,16,0,1,0
201,3,16,2,1,4,3,1,5,2,1,5,5,2,5,2,1,4,5,14,48,42,27,28,31,32,29,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,219,28,4,3,3,8,12,0,0,0,0,0,0,0,0,0,0,0,12,16,0,1,0
202,3,16,2,1,4,3,1,5,2,5,5,1,1,5,2,1,4,5,14,48,42,27,28,31,32,29,45,35,25,29,28,34,44,-1,-1,-1,-1,-1,-1,2,219,72,48,2,4,36,36,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,0
203,3,16,2,1,4,3,1,5,5,2,2,5,2,5,2,1,4,5,15,48,42,27,28,31,32,35,45,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,2,219,152,128,3,3,48,52,0,0,0,0,0,0,0,0,0,0,0,48,104,0,1,0
204,3,16,2,1,4,3,1,5,5,2,2,5,5,2,1,4,5,2,14,48,42,27,28,31,32,35,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,219,1496,1472,6,0,248,252,0,0,0,1,0,0,0,0,0,0,0,992,504,0,1,0
205,3,16,2,1,4,3,1,5,5,2,5,2,1,5,2,1,4,5,13,48,42,27,28,31,32,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,40,16,2,4,20,20,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0
206,3,16,2,1,4,3,1,5,5,2,5,2,2,5,2,1,4,5,13,48,42,27,28,31,32,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,152,128,3,3,48,52,0,0,0,0,0,0,0,0,0,0,0,48,104,0,1,0
207,3,16,2,1,4,3,1,5,5,2,5,2,5,2,1,4,5,2,15,48,42,27,28,31,32,35,45,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,2,219,56,32,6,0,8,12,0,0,0,1,0,0,0,0,0,0,0,32,24,0,1,0
208,3,16,2,1,4,3,1,5,5,2,5,2,5,5,2,1,4,5,14,48,42,27,28,31,32,35,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,219,152,128,9,3,8,20,0,0,0,0,0,0,0,0,0,0,60,8,24,60,1,0
209,3,16,2,1,4,3,1,5,5,2,5,5,2,1,4,5,2,2,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,912,888,12,6,52,100,0,0,0,0,0,0,0,0,0,600,0,0,312,0,1,0
210,3,16,2,1,4,3,1,5,5,2,5,5,2,1,4,5,2,5,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,304,280,4,2,52,100,0,0,0,0,0,0,0,0,0,200,0,0,104,0,1,0
211,3,16,2,1,4,3,1,5,5,2,5,5,2,5,2,1,4,5,13,48,42,27,28,31,32,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,152,128,3,3,48,52,0,0,0,0,0,0,0,0,0,0,0,48,104,0,1,0
212,2,15,2,1,4,3,1,5,4,1,2,5,5,2,1,4,5,-1,14,48,42,27,28,31,32,34,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,221,92,68,9,3,4,12,1,0,0,0,0,0,0,0,0,0,36,4,16,36,1,0
213,3,14,2,1,4,3,1,5,4,1,2,5,2,1,4,5,-1,-1,14,48,42,27,28,31,32,34,28,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,221,16,8,3,3,4,8,2,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0
214,3,15,2,1,4,3,1,5,4,1,5,2,5,2,1,4,5,-1,14,48,42,27,28,31,32,34,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,221,8,16,2,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0
215,3,16,2,1,4,3,1,5,4,1,2,5,2,5,2,1,4,5,16,48,42,27,28,31,32,34,28,29,39,45,39,29,28,34,44,-1,-1,-1,-1,2,221,16,8,3,3,4,8,2,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0
216,3,16,2,1,4,3,1,5,4,1,2,5,5,2,1,4,5,2,14,48,42,27,28,31,32,34,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,221,184,160,6,0,28,32,0,0,0,1,0,0,0,0,0,0,0,128,56,0,1,0
217,3,16,2,1,4,3,1,5,4,1,2,5,5,2,5,1,4,5,13,48,42,27,28,31,32,34,28,29,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,2,221,28,4,1,5,28,28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0
218,3,16,2,1,4,3,1,5,4,1,5,2,5,5,2,1,4,5,13,48,42,27,28,31,32,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,221,28,4,7,1,4,4,7,1,0,0,0,0,1,1,0,0,12,4,0,12,1,0
