grammar_cell_id,component_id,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,left_edit_radius,right_edit_radius,trace_node_count,trace_node_0_id,trace_node_1_id,trace_node_2_id,trace_node_3_id,trace_node_4_id,trace_node_5_id,trace_node_6_id,trace_node_7_id,trace_node_8_id,trace_node_9_id,trace_node_10_id,trace_node_11_id,trace_node_12_id,trace_node_13_id,trace_node_14_id,trace_node_15_id,trace_node_16_id,trace_node_17_id,trace_node_18_id,trace_node_19_id,metric_gromov_delta_twice,trace_signature_total_variation,native_repair_flag,derived_repair_flag,derived_only_flag,first_derived_span_rank,first_derived_block_symbol_0_id,first_derived_block_symbol_1_id,first_derived_block_symbol_2_id,first_derived_block_symbol_3_id,first_return_closed_path_count,normalized_tail_template_count,template_lift_count_min,template_lift_count_max,all_four_lift_flag,tail_entry_9_path_count,tail_entry_10_path_count,tail_entry_11_path_count,tail_entry_13_path_count,left_boundary_flag,right_boundary_flag,gate_word_flag
280,0,13,2,1,3,4,5,1,2,5,4,3,1,1,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,4,8,8,0,0,0,0,32,0,0,0
281,0,15,2,1,3,4,5,1,2,5,4,3,1,2,1,4,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,2,16,16,0,0,0,0,0,0,0,0
282,0,13,2,1,3,4,5,1,2,5,4,3,1,2,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,0,48,0,0,0
283,0,12,2,1,3,4,5,1,2,5,4,3,1,5,-1,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,16,4,4,4,1,0,8,8,0,0,0,0
284,0,16,2,1,3,4,5,1,2,5,4,3,1,5,2,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,2,16,16,0,0,0,32,0,0,0,0
285,0,13,2,1,3,4,5,1,2,5,4,3,1,5,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,0,48,0,0,0
286,0,13,2,1,3,4,5,1,2,5,4,3,3,4,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,168,21,8,8,0,0,0,0,168,0,0,0
287,0,13,2,1,3,4,5,1,2,5,4,3,4,4,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,144,18,8,8,0,0,0,0,144,0,0,0
288,0,12,2,1,3,4,5,1,2,5,4,3,4,5,-1,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,12,4,4,1,0,24,24,0,0,0,0
289,0,16,2,1,3,4,5,1,2,5,4,3,4,5,2,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,144,3,48,48,0,0,0,0,144,0,0,0
290,0,14,2,1,3,4,5,1,2,5,4,4,1,1,4,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,72,9,8,8,0,0,0,0,0,0,0,0
291,0,13,2,1,3,4,5,1,2,5,4,4,1,1,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,0,48,0,0,0
292,0,15,2,1,3,4,5,1,2,5,4,4,1,2,1,4,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,2,24,24,0,0,0,0,0,0,0,0
293,0,13,2,1,3,4,5,1,2,5,4,4,1,2,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,72,9,8,8,0,0,0,0,72,0,0,0
294,0,12,2,1,3,4,5,1,2,5,4,4,1,5,-1,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,6,4,4,1,0,12,12,0,0,0,0
295,0,16,2,1,3,4,5,1,2,5,4,4,1,5,2,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,2,24,24,0,0,0,48,0,0,0,0
296,0,13,2,1,3,4,5,1,2,5,4,4,1,5,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,72,9,8,8,0,0,0,0,72,0,0,0
297,0,13,2,1,3,4,5,1,2,5,4,4,3,4,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,144,18,8,8,0,0,0,0,144,0,0,0
298,0,13,2,1,3,4,5,1,2,5,4,4,4,4,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,416,52,8,8,0,0,0,0,416,0,0,0
299,0,12,2,1,3,4,5,1,2,5,4,4,4,5,-1,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,96,24,4,4,1,0,48,48,0,0,0,0
300,0,16,2,1,3,4,5,1,2,5,4,4,4,5,2,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,288,3,96,96,0,0,0,0,288,0,0,0
301,0,11,2,1,3,4,5,1,2,5,4,4,5,-1,-1,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,8,4,4,1,0,0,0,0,0,0,0
302,0,15,2,1,3,4,5,1,2,5,4,4,5,1,1,4,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,64,2,32,32,0,0,0,0,64,0,0,0
303,0,16,2,1,3,4,5,1,2,5,4,4,5,1,2,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,1,32,32,0,0,0,32,0,0,0,0
304,0,14,2,1,3,4,5,1,2,5,4,4,5,1,4,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,4,8,8,0,0,0,0,0,0,0,0
305,0,16,2,1,3,4,5,1,2,5,4,4,5,2,1,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,192,6,32,32,0,0,128,64,0,0,0,0
306,0,15,2,1,3,4,5,1,2,5,4,4,5,2,1,1,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,224,7,32,32,0,0,0,0,224,0,0,0
307,0,15,2,1,3,4,5,1,2,5,4,4,5,2,1,2,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,128,4,32,32,0,0,0,0,128,0,0,0
308,0,16,2,1,3,4,5,1,2,5,4,4,5,2,1,3,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,192,6,32,32,0,0,128,64,0,0,0,0
309,0,15,2,1,3,4,5,1,2,5,4,4,5,2,1,4,3,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,192,6,32,32,0,0,0,0,192,0,0,0
310,0,16,2,1,3,4,5,1,2,5,4,4,5,2,1,4,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,288,9,32,32,0,0,192,96,0,0,0,0
311,0,15,2,1,3,4,5,1,2,5,4,4,5,2,1,4,5,-1,2,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,96,3,32,32,0,0,0,0,96,0,0,0
312,0,16,2,1,3,4,5,1,2,5,4,4,5,2,1,4,5,2,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,192,6,32,32,0,0,128,64,0,0,0,0
313,0,16,2,1,3,4,5,1,2,5,4,4,5,2,1,4,5,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,288,9,32,32,0,0,192,96,0,0,0,0
314,0,14,2,1,3,4,5,1,2,5,4,4,5,2,1,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,64,8,8,8,0,0,0,0,0,0,0,0
315,0,15,2,1,3,4,5,1,2,5,4,4,5,2,1,5,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,192,6,32,32,0,0,0,0,192,0,0,0
316,0,16,2,1,3,4,5,1,2,5,4,4,5,2,2,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,288,9,32,32,0,0,128,160,0,0,0,0
317,0,16,2,1,3,4,5,1,2,5,4,4,5,2,5,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,1,32,32,0,0,0,32,0,0,0,0
318,0,15,2,1,3,4,5,1,2,5,4,4,5,5,1,4,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,64,2,32,32,0,0,0,0,64,0,0,0
319,0,16,2,1,3,4,5,1,2,5,4,4,5,5,2,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,192,6,32,32,0,96,32,64,0,0,0,0
320,0,16,2,1,3,4,5,1,2,5,5,1,1,5,2,1,4,5,3,99,14,48,42,27,31,50,34,29,45,35,25,29,28,34,44,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,120,2,60,60,0,0,0,120,0,0,0,0
321,0,15,2,1,3,4,5,1,2,5,5,1,2,5,1,4,5,-1,2,99,12,48,42,27,31,50,34,29,45,35,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,20,1,20,20,0,0,0,0,0,0,0,0
322,0,16,2,1,3,4,5,1,2,5,5,1,2,5,1,4,5,2,3,99,12,48,42,27,31,50,34,29,45,35,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,40,2,20,20,0,0,40,0,0,0,0,0
323,0,15,2,1,3,4,5,1,2,5,5,1,2,5,4,1,5,-1,3,99,11,48,42,27,31,50,34,29,45,35,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,40,2,20,20,0,0,0,0,0,0,0,0
324,7,14,2,1,3,4,5,1,2,5,5,1,2,5,4,3,-1,-1,3,99,11,48,42,27,31,50,34,29,45,35,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,120,6,20,20,0,0,0,120,0,0,0,0
325,0,15,2,1,3,4,5,1,2,5,5,1,2,5,4,4,5,-1,3,99,11,48,42,27,31,50,34,29,45,35,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,160,8,20,20,0,0,0,0,0,0,0,0
326,0,12,2,1,3,4,5,1,2,5,5,1,4,5,-1,-1,-1,-1,1,3,11,48,42,27,31,50,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,20,5,4,4,1,0,8,12,0,0,0,0
327,0,15,2,1,3,4,5,1,2,5,5,1,4,5,1,4,5,-1,3,99,11,48,42,27,31,50,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,20,1,20,20,0,0,0,0,0,0,0,0
328,0,13,2,1,3,4,5,1,2,5,5,1,4,5,2,-1,-1,-1,2,99,11,48,42,27,31,50,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,40,6,4,8,0,16,8,0,16,0,0,0
329,0,16,2,1,3,4,5,1,2,5,5,1,4,5,2,1,4,5,3,99,11,48,42,27,31,50,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,60,3,20,20,0,0,0,0,60,0,0,0
330,0,14,2,1,3,4,5,1,2,5,5,1,4,5,2,2,-1,-1,3,99,11,48,42,27,31,50,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,120,6,20,20,0,0,0,120,0,0,0,0
331,0,14,2,1,3,4,5,1,2,5,5,1,4,5,2,5,-1,-1,3,99,11,48,42,27,31,50,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,40,2,20,20,0,0,0,40,0,0,0,0
332,0,13,2,1,3,4,5,1,2,5,5,2,1,4,5,-1,-1,-1,0,2,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,60,9,4,8,0,24,4,8,24,1,0,0
333,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,1,4,5,3,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,60,1,60,60,0,0,0,0,0,0,0,0
334,0,14,2,1,3,4,5,1,2,5,5,2,1,4,5,2,-1,-1,1,3,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,120,6,20,20,0,0,80,40,0,0,0,0
335,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,1,2,3,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,180,3,60,60,0,0,0,0,0,0,0,0
336,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,1,3,3,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,180,3,60,60,0,0,0,0,0,0,0,0
337,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,1,5,3,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,120,2,60,60,0,0,0,0,0,0,0,0
338,0,15,2,1,3,4,5,1,2,5,5,2,1,4,5,2,2,-1,2,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,360,12,20,40,0,0,0,120,0,0,0,0
339,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,2,2,3,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,1080,18,60,60,0,0,0,0,0,0,0,0
340,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,2,5,3,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,600,10,60,60,0,0,0,0,0,0,0,0
341,0,15,2,1,3,4,5,1,2,5,5,2,1,4,5,2,5,-1,2,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,120,4,20,40,0,0,0,40,0,0,0,0
342,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,5,2,3,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,120,2,60,60,0,0,0,0,0,0,0,0
343,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,5,5,3,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,360,6,60,60,0,0,0,0,0,0,0,0
344,0,16,2,1,3,4,5,1,2,5,5,2,1,5,2,1,4,5,3,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,80,2,40,40,0,0,0,80,0,0,0,0
345,0,15,2,1,3,4,5,1,2,5,5,2,2,5,1,4,5,-1,2,99,12,48,42,27,31,50,34,29,45,39,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,100,3,20,40,0,0,0,20,0,0,0,0
346,0,16,2,1,3,4,5,1,2,5,5,2,2,5,1,4,5,2,3,99,12,48,42,27,31,50,34,29,45,39,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,200,2,100,100,0,0,200,0,0,0,0,0
347,0,16,2,1,3,4,5,1,2,5,5,2,2,5,2,1,4,5,3,99,13,48,42,27,31,50,34,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,300,3,100,100,0,0,100,200,0,0,0,0
348,0,16,2,1,3,4,5,1,2,5,5,2,2,5,5,1,4,5,3,99,13,48,42,27,31,50,34,29,45,39,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,500,5,100,100,0,0,200,300,0,0,0,0
349,0,14,2,1,3,4,5,1,2,5,5,2,5,1,4,5,-1,-1,1,3,11,48,42,27,31,50,34,29,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,20,1,20,20,0,0,0,20,0,0,0,0
350,0,15,2,1,3,4,5,1,2,5,5,2,5,1,4,5,2,-1,2,99,11,48,42,27,31,50,34,29,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,40,2,20,20,0,0,40,0,0,0,0,0
351,0,16,2,1,3,4,5,1,2,5,5,2,5,1,4,5,2,2,3,99,11,48,42,27,31,50,34,29,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,120,6,20,20,0,0,0,120,0,0,0,0
352,0,16,2,1,3,4,5,1,2,5,5,2,5,1,4,5,2,5,3,99,11,48,42,27,31,50,34,29,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,40,2,20,20,0,0,0,40,0,0,0,0
353,0,15,2,1,3,4,5,1,2,5,5,2,5,2,1,4,5,-1,2,99,13,48,42,27,31,50,34,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,60,3,20,20,0,0,20,40,0,0,0,0
354,0,16,2,1,3,4,5,1,2,5,5,2,5,2,1,4,5,2,3,99,13,48,42,27,31,50,34,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,120,6,20,20,0,0,80,40,0,0,0,0
355,0,16,2,1,3,4,5,1,2,5,5,2,5,2,5,1,4,5,3,99,13,48,42,27,31,50,34,29,45,39,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,20,1,20,20,0,0,0,20,0,0,0,0
356,0,15,2,1,3,4,5,1,2,5,5,2,5,5,1,4,5,-1,2,99,11,48,42,27,31,50,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,100,5,20,20,0,0,40,60,0,0,0,0
357,0,16,2,1,3,4,5,1,2,5,5,2,5,5,1,4,5,2,3,99,11,48,42,27,31,50,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,200,6,20,40,0,80,40,0,80,0,0,0
358,0,16,2,1,3,4,5,1,2,5,5,2,5,5,2,1,4,5,3,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,300,9,20,40,0,120,20,40,120,0,0,0
359,0,15,2,1,3,4,5,1,2,5,5,4,4,5,1,4,5,-1,3,99,12,48,42,27,31,50,34,29,45,54,53,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,223,1,1,0,2,2,1,3,4,64,4,16,16,0,0,0,0,0,0,0,0
360,0,14,2,1,3,4,5,1,3,4,1,5,2,1,4,5,-1,-1,3,99,13,48,42,27,31,50,34,32,31,34,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,205,1,1,0,2,2,1,3,4,16,2,8,8,0,0,0,16,0,0,0,0
361,0,12,2,1,3,4,5,1,3,4,5,1,4,5,-1,-1,-1,-1,3,99,11,48,42,27,31,50,34,32,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,8,2,4,4,1,0,0,0,0,0,0,0
362,0,14,2,1,3,4,5,1,3,4,5,2,1,1,4,5,-1,-1,3,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,48,6,8,8,0,0,32,16,0,0,0,0
363,0,13,2,1,3,4,5,1,3,4,5,2,1,1,5,-1,-1,-1,3,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,56,7,8,8,0,0,0,0,56,0,0,0
364,0,13,2,1,3,4,5,1,3,4,5,2,1,2,5,-1,-1,-1,3,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,32,4,8,8,0,0,0,0,32,0,0,0
365,0,14,2,1,3,4,5,1,3,4,5,2,1,3,4,5,-1,-1,3,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,48,6,8,8,0,0,32,16,0,0,0,0
366,0,13,2,1,3,4,5,1,3,4,5,2,1,4,3,-1,-1,-1,3,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,0,48,0,0,0
367,0,14,2,1,3,4,5,1,3,4,5,2,1,4,4,5,-1,-1,3,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,72,9,8,8,0,0,48,24,0,0,0,0
368,0,13,2,1,3,4,5,1,3,4,5,2,1,4,5,-1,-1,-1,2,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,24,3,8,8,0,0,0,0,24,0,0,0
369,0,14,2,1,3,4,5,1,3,4,5,2,1,4,5,2,-1,-1,3,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,48,6,8,8,0,0,32,16,0,0,0,0
370,0,14,2,1,3,4,5,1,3,4,5,2,1,4,5,5,-1,-1,3,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,72,9,8,8,0,0,48,24,0,0,0,0
371,0,12,2,1,3,4,5,1,3,4,5,2,1,5,-1,-1,-1,-1,3,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,16,4,4,4,1,0,0,0,0,0,0,0
372,0,13,2,1,3,4,5,1,3,4,5,2,1,5,5,-1,-1,-1,3,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,0,48,0,0,0
373,0,14,2,1,3,4,5,1,3,4,5,2,2,1,4,5,-1,-1,3,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,72,9,8,8,0,0,32,40,0,0,0,0
374,0,14,2,1,3,4,5,1,3,4,5,2,5,1,4,5,-1,-1,3,99,10,48,42,27,31,50,34,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,8,1,8,8,0,0,0,8,0,0,0,0
